 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.071,0.039,0.012,0.426,0.118,0.171,0.012,0.159,0.224,0.226,0.318,0.122,0.310,0.073,0.236,0.222,0.000,0.064,0.393,0.086,0.110,0.126,0.125,0.439,0.375,0.077,0.014,0.596,0.118,0.463
model.000.01.pdb,0.312,0.023,0.011,0.262,0.458,0.022,0.107,0.647,0.333,0.024,0.043,0.011,0.265,0.378,0.026,0.000,0.026,0.011,0.023,0.010,0.464,0.588,0.449,0.136,0.208,0.011,0.012,0.164,0.400,0.219
model.000.02.pdb,0.012,0.377,0.242,0.111,0.000,0.562,0.041,0.000,0.014,0.533,0.569,0.490,0.095,0.011,0.356,0.372,0.068,0.357,0.340,0.421,0.012,0.022,0.000,0.136,0.167,0.426,0.241,0.193,0.023,0.161
model.000.03.pdb,0.038,0.340,0.230,0.055,0.036,0.521,0.028,0.033,0.000,0.264,0.625,0.480,0.000,0.044,0.135,0.118,0.089,0.233,0.500,0.274,0.051,0.060,0.013,0.217,0.046,0.293,0.182,0.119,0.075,0.029
model.000.04.pdb,0.151,0.106,0.069,0.000,0.023,0.172,0.288,0.056,0.154,0.408,0.159,0.188,0.190,0.171,0.525,0.513,0.000,0.226,0.092,0.421,0.012,0.011,0.000,0.000,0.273,0.185,0.047,0.133,0.114,0.200
model.000.05.pdb,0.062,0.471,0.756,0.000,0.111,0.242,0.099,0.032,0.000,0.109,0.188,0.368,0.000,0.089,0.000,0.000,0.548,0.418,0.106,0.317,0.132,0.094,0.090,0.013,0.000,0.436,0.568,0.000,0.071,0.000
model.000.06.pdb,0.084,0.580,0.407,0.000,0.044,0.588,0.139,0.020,0.013,0.500,0.410,0.708,0.042,0.074,0.314,0.300,0.095,0.547,0.203,0.642,0.047,0.043,0.000,0.038,0.134,0.694,0.460,0.088,0.068,0.099
model.000.07.pdb,0.047,0.068,0.025,0.413,0.057,0.176,0.013,0.111,0.270,0.298,0.250,0.141,0.396,0.031,0.320,0.280,0.000,0.080,0.310,0.132,0.035,0.067,0.023,0.379,0.415,0.093,0.029,0.587,0.033,0.481
model.000.08.pdb,0.050,0.074,0.027,0.277,0.048,0.210,0.013,0.105,0.210,0.353,0.290,0.169,0.353,0.032,0.419,0.372,0.000,0.086,0.315,0.157,0.037,0.034,0.012,0.271,0.489,0.100,0.031,0.581,0.048,0.500
model.000.09.pdb,0.294,0.149,0.246,0.000,0.438,0.026,0.270,0.222,0.039,0.000,0.024,0.039,0.000,0.351,0.000,0.000,0.426,0.159,0.000,0.076,0.419,0.319,0.261,0.000,0.014,0.141,0.183,0.000,0.314,0.027
