 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.085,0.145,0.081,0.348,0.057,0.508,0.000,0.406,0.051,0.154,0.026,0.000,0.034,0.590,0.111,0.036,0.000,0.013,0.079,0.077,0.000,0.056,0.000,0.550,0.031,0.222,0.036,0.000,0.038,0.271
model.000.01.pdb,0.593,0.079,0.636,0.117,0.780,0.127,0.242,0.093,0.600,0.108,0.271,0.197,0.760,0.033,0.000,0.729,0.212,0.553,0.068,0.081,0.250,0.769,0.258,0.011,0.247,0.138,0.694,0.333,0.068,0.108
model.000.02.pdb,0.608,0.085,0.686,0.079,0.809,0.118,0.200,0.098,0.617,0.115,0.224,0.157,0.750,0.023,0.000,0.717,0.169,0.533,0.042,0.068,0.206,0.725,0.213,0.012,0.211,0.129,0.646,0.280,0.056,0.062
model.000.03.pdb,0.034,0.014,0.067,0.460,0.044,0.532,0.023,0.613,0.024,0.026,0.066,0.071,0.022,0.471,0.141,0.035,0.062,0.013,0.012,0.000,0.049,0.065,0.024,0.477,0.109,0.067,0.035,0.000,0.049,0.279
model.000.04.pdb,0.000,0.015,0.000,0.211,0.000,0.309,0.038,0.288,0.000,0.014,0.027,0.076,0.000,0.403,0.340,0.000,0.053,0.000,0.082,0.047,0.000,0.000,0.026,0.525,0.067,0.028,0.000,0.000,0.113,0.161
model.000.05.pdb,0.540,0.093,0.558,0.000,0.667,0.026,0.281,0.037,0.614,0.125,0.222,0.226,0.681,0.000,0.000,0.644,0.246,0.422,0.111,0.115,0.291,0.596,0.302,0.000,0.243,0.102,0.609,0.405,0.111,0.000
model.000.06.pdb,0.574,0.436,0.393,0.057,0.453,0.100,0.045,0.079,0.511,0.463,0.033,0.028,0.462,0.093,0.000,0.420,0.062,0.220,0.155,0.170,0.062,0.379,0.048,0.054,0.050,0.476,0.511,0.077,0.136,0.053
model.000.07.pdb,0.283,0.724,0.125,0.062,0.145,0.076,0.016,0.056,0.216,0.688,0.000,0.000,0.148,0.188,0.000,0.161,0.033,0.038,0.196,0.167,0.033,0.121,0.017,0.161,0.000,0.697,0.161,0.042,0.130,0.019
model.000.08.pdb,0.236,0.389,0.091,0.000,0.127,0.014,0.123,0.000,0.170,0.421,0.000,0.098,0.129,0.056,0.065,0.102,0.127,0.019,0.525,0.581,0.127,0.088,0.091,0.059,0.068,0.273,0.140,0.163,0.386,0.000
model.000.09.pdb,0.034,0.090,0.080,0.358,0.056,0.516,0.024,0.456,0.024,0.100,0.039,0.023,0.045,0.547,0.125,0.035,0.024,0.013,0.077,0.059,0.012,0.054,0.012,0.532,0.052,0.145,0.035,0.000,0.050,0.262
model.000.10.pdb,0.115,0.000,0.096,0.000,0.139,0.011,0.660,0.044,0.141,0.014,0.134,0.792,0.156,0.022,0.172,0.167,0.620,0.138,0.231,0.079,0.588,0.134,0.549,0.022,0.644,0.000,0.105,0.353,0.311,0.000
model.000.11.pdb,0.451,0.018,0.560,0.072,0.540,0.041,0.228,0.038,0.511,0.034,0.400,0.177,0.551,0.000,0.000,0.578,0.193,0.488,0.047,0.078,0.236,0.667,0.245,0.000,0.200,0.016,0.511,0.333,0.063,0.071
model.000.12.pdb,0.333,0.643,0.153,0.000,0.175,0.000,0.091,0.000,0.261,0.613,0.000,0.068,0.200,0.043,0.023,0.173,0.115,0.041,0.357,0.364,0.115,0.129,0.077,0.030,0.057,0.444,0.196,0.150,0.267,0.000
model.000.13.pdb,0.080,0.101,0.126,0.382,0.102,0.672,0.011,0.545,0.048,0.143,0.025,0.011,0.079,0.619,0.119,0.071,0.011,0.052,0.061,0.071,0.023,0.099,0.012,0.485,0.040,0.224,0.071,0.013,0.024,0.356
model.000.14.pdb,0.804,0.300,0.526,0.051,0.623,0.089,0.179,0.083,0.711,0.353,0.075,0.155,0.667,0.058,0.000,0.633,0.167,0.373,0.169,0.164,0.203,0.561,0.190,0.012,0.177,0.365,0.633,0.250,0.134,0.045
model.000.15.pdb,0.040,0.000,0.138,0.537,0.093,0.606,0.010,0.609,0.021,0.011,0.136,0.020,0.061,0.442,0.120,0.053,0.010,0.059,0.021,0.024,0.021,0.124,0.022,0.408,0.076,0.071,0.064,0.000,0.032,0.369
model.000.16.pdb,0.065,0.096,0.121,0.420,0.086,0.656,0.033,0.559,0.034,0.120,0.024,0.032,0.053,0.606,0.097,0.056,0.034,0.049,0.083,0.068,0.034,0.095,0.023,0.500,0.049,0.211,0.067,0.000,0.046,0.355
model.000.17.pdb,0.147,0.000,0.123,0.040,0.174,0.013,0.644,0.049,0.180,0.000,0.196,0.638,0.194,0.000,0.017,0.210,0.565,0.182,0.127,0.073,0.674,0.167,0.707,0.025,0.660,0.000,0.136,0.429,0.164,0.000
model.000.18.pdb,0.242,0.017,0.227,0.000,0.270,0.000,0.738,0.037,0.291,0.033,0.158,0.583,0.274,0.000,0.018,0.321,0.614,0.208,0.207,0.160,0.775,0.258,0.769,0.000,0.582,0.016,0.233,0.639,0.228,0.000
model.000.19.pdb,0.388,0.220,0.440,0.133,0.392,0.183,0.000,0.134,0.348,0.256,0.096,0.000,0.400,0.118,0.000,0.413,0.000,0.375,0.017,0.000,0.000,0.396,0.000,0.029,0.013,0.366,0.413,0.000,0.000,0.125
model.000.20.pdb,0.538,0.069,0.647,0.096,0.729,0.122,0.169,0.100,0.574,0.082,0.278,0.145,0.673,0.035,0.000,0.638,0.138,0.595,0.014,0.034,0.175,0.755,0.180,0.000,0.184,0.133,0.638,0.240,0.028,0.100
model.000.21.pdb,0.138,0.000,0.228,0.200,0.190,0.045,0.170,0.072,0.154,0.000,0.719,0.102,0.214,0.000,0.000,0.212,0.071,0.359,0.000,0.000,0.154,0.286,0.184,0.000,0.134,0.000,0.212,0.171,0.000,0.156
model.000.22.pdb,0.013,0.151,0.012,0.145,0.000,0.302,0.014,0.261,0.014,0.161,0.000,0.013,0.013,0.500,0.224,0.013,0.000,0.000,0.125,0.154,0.014,0.000,0.000,0.509,0.011,0.155,0.000,0.000,0.075,0.140
model.000.23.pdb,0.686,0.153,0.698,0.089,0.894,0.127,0.171,0.106,0.667,0.180,0.190,0.133,0.796,0.056,0.000,0.627,0.143,0.460,0.097,0.117,0.176,0.704,0.182,0.000,0.171,0.233,0.804,0.236,0.097,0.091
model.000.24.pdb,0.031,0.000,0.105,0.530,0.061,0.507,0.021,0.603,0.022,0.012,0.139,0.053,0.051,0.434,0.139,0.032,0.033,0.023,0.044,0.025,0.033,0.103,0.011,0.438,0.078,0.047,0.021,0.000,0.068,0.338
model.000.25.pdb,0.036,0.030,0.083,0.526,0.071,0.552,0.012,0.583,0.038,0.043,0.118,0.012,0.060,0.397,0.133,0.050,0.000,0.028,0.013,0.015,0.025,0.081,0.026,0.400,0.078,0.071,0.050,0.000,0.026,0.281
model.000.26.pdb,0.518,0.098,0.780,0.133,0.630,0.100,0.191,0.081,0.549,0.145,0.345,0.151,0.740,0.033,0.000,0.708,0.162,0.565,0.054,0.082,0.197,0.784,0.203,0.000,0.159,0.159,0.673,0.264,0.068,0.127
model.000.27.pdb,0.164,0.000,0.141,0.062,0.205,0.035,0.620,0.081,0.197,0.014,0.175,0.615,0.208,0.011,0.048,0.224,0.580,0.161,0.164,0.082,0.681,0.182,0.638,0.023,0.667,0.000,0.155,0.396,0.200,0.000
model.000.28.pdb,0.176,0.016,0.167,0.013,0.203,0.025,0.767,0.023,0.213,0.031,0.169,0.681,0.206,0.035,0.034,0.242,0.721,0.155,0.217,0.151,0.762,0.194,0.714,0.050,0.552,0.015,0.167,0.590,0.259,0.000
model.000.29.pdb,0.000,0.000,0.000,0.108,0.000,0.230,0.046,0.231,0.000,0.000,0.017,0.076,0.000,0.311,0.432,0.000,0.065,0.000,0.083,0.039,0.015,0.000,0.000,0.357,0.038,0.000,0.000,0.000,0.140,0.094
