 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.152,0.507,0.024,0.065,0.000,0.147,0.034,0.060,0.050,0.443,0.034,0.035,0.000,0.413,0.000,0.105,0.013,0.557,0.024,0.080,0.453,0.160,0.000,0.043,0.139,0.026,0.509,0.011,0.024,0.011
model.000.01.pdb,0.014,0.050,0.081,0.016,0.426,0.045,0.159,0.029,0.047,0.164,0.281,0.161,0.275,0.200,0.312,0.068,0.475,0.200,0.296,0.000,0.296,0.000,0.500,0.215,0.032,0.109,0.062,0.233,0.196,0.259
model.000.02.pdb,0.060,0.000,0.367,0.270,0.155,0.647,0.544,0.087,0.093,0.211,0.419,0.381,0.096,0.225,0.130,0.057,0.088,0.094,0.441,0.094,0.138,0.604,0.087,0.649,0.000,0.056,0.151,0.391,0.491,0.443
model.000.03.pdb,0.000,0.041,0.053,0.018,0.154,0.170,0.158,0.000,0.000,0.333,0.245,0.140,0.055,0.383,0.057,0.000,0.156,0.315,0.370,0.000,0.308,0.086,0.128,0.286,0.000,0.000,0.148,0.155,0.364,0.138
model.000.04.pdb,0.160,0.644,0.013,0.054,0.000,0.012,0.012,0.104,0.039,0.151,0.012,0.012,0.000,0.133,0.000,0.110,0.014,0.338,0.000,0.152,0.265,0.012,0.000,0.000,0.219,0.028,0.242,0.000,0.000,0.000
model.000.05.pdb,0.222,0.041,0.229,0.036,0.439,0.000,0.204,0.280,0.372,0.000,0.300,0.231,0.727,0.000,0.571,0.346,0.417,0.014,0.170,0.014,0.012,0.000,0.444,0.145,0.118,0.514,0.000,0.375,0.093,0.327
model.000.06.pdb,0.083,0.365,0.000,0.065,0.024,0.162,0.047,0.011,0.024,0.517,0.084,0.023,0.000,0.561,0.000,0.056,0.013,0.667,0.115,0.056,0.652,0.115,0.000,0.103,0.065,0.013,0.458,0.046,0.105,0.034
model.000.07.pdb,0.071,0.012,0.193,0.100,0.545,0.094,0.321,0.090,0.115,0.125,0.480,0.304,0.347,0.159,0.391,0.097,0.429,0.162,0.479,0.013,0.224,0.029,0.386,0.379,0.000,0.127,0.045,0.442,0.333,0.451
model.000.08.pdb,0.652,0.132,0.232,0.218,0.131,0.000,0.119,0.609,0.568,0.000,0.087,0.213,0.196,0.000,0.204,0.569,0.089,0.039,0.059,0.455,0.022,0.000,0.051,0.066,0.340,0.260,0.014,0.134,0.030,0.103
model.000.09.pdb,0.110,0.213,0.000,0.000,0.233,0.041,0.039,0.129,0.138,0.164,0.067,0.013,0.180,0.197,0.129,0.214,0.222,0.308,0.085,0.000,0.435,0.000,0.196,0.062,0.180,0.214,0.169,0.110,0.057,0.081
model.000.10.pdb,0.000,0.037,0.030,0.000,0.360,0.077,0.104,0.014,0.015,0.220,0.233,0.090,0.222,0.259,0.208,0.026,0.395,0.254,0.224,0.000,0.388,0.029,0.386,0.159,0.015,0.069,0.111,0.230,0.172,0.213
model.000.11.pdb,0.500,0.119,0.262,0.316,0.055,0.068,0.137,0.390,0.375,0.000,0.107,0.206,0.103,0.000,0.106,0.333,0.015,0.048,0.067,0.600,0.030,0.081,0.000,0.099,0.230,0.127,0.013,0.091,0.027,0.092
model.000.12.pdb,0.015,0.013,0.200,0.137,0.000,0.632,0.222,0.032,0.034,0.280,0.138,0.102,0.000,0.226,0.000,0.014,0.000,0.060,0.167,0.076,0.090,0.575,0.000,0.309,0.000,0.000,0.192,0.136,0.224,0.138
model.000.13.pdb,0.148,0.481,0.000,0.000,0.000,0.000,0.000,0.214,0.105,0.175,0.000,0.000,0.034,0.133,0.000,0.194,0.019,0.233,0.000,0.088,0.239,0.000,0.000,0.000,0.356,0.118,0.275,0.000,0.000,0.000
model.000.14.pdb,0.200,0.012,0.548,0.286,0.383,0.136,0.543,0.250,0.327,0.000,0.543,0.667,0.370,0.014,0.525,0.267,0.295,0.013,0.447,0.101,0.034,0.115,0.289,0.426,0.033,0.283,0.000,0.565,0.327,0.543
model.000.15.pdb,0.118,0.303,0.000,0.063,0.000,0.044,0.000,0.028,0.015,0.106,0.000,0.000,0.000,0.121,0.000,0.053,0.000,0.194,0.000,0.159,0.119,0.075,0.000,0.000,0.175,0.000,0.268,0.000,0.000,0.000
model.000.16.pdb,0.079,0.034,0.415,0.304,0.210,0.375,0.620,0.111,0.119,0.145,0.588,0.429,0.123,0.176,0.145,0.062,0.117,0.089,0.625,0.089,0.149,0.279,0.115,0.740,0.000,0.062,0.069,0.439,0.596,0.500
model.000.17.pdb,0.115,0.021,0.429,0.300,0.538,0.206,0.654,0.164,0.212,0.050,0.720,0.491,0.345,0.062,0.407,0.167,0.385,0.058,0.509,0.096,0.141,0.153,0.377,0.559,0.000,0.194,0.012,0.673,0.404,0.720
model.000.18.pdb,0.000,0.159,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.675,0.015,0.000,0.000,0.659,0.000,0.014,0.019,0.396,0.031,0.000,0.313,0.179,0.000,0.042,0.000,0.000,0.585,0.000,0.050,0.000
model.000.19.pdb,0.529,0.143,0.224,0.095,0.183,0.000,0.116,0.727,0.614,0.000,0.116,0.206,0.327,0.000,0.314,0.745,0.167,0.012,0.057,0.302,0.000,0.000,0.123,0.064,0.380,0.444,0.000,0.164,0.014,0.132
model.000.20.pdb,0.046,0.263,0.000,0.025,0.200,0.103,0.059,0.035,0.037,0.419,0.139,0.047,0.108,0.435,0.096,0.080,0.206,0.532,0.145,0.000,0.703,0.061,0.185,0.103,0.079,0.054,0.344,0.110,0.120,0.098
model.000.21.pdb,0.038,0.227,0.014,0.090,0.042,0.167,0.066,0.000,0.014,0.612,0.095,0.053,0.014,0.569,0.014,0.012,0.047,0.458,0.147,0.049,0.587,0.147,0.030,0.145,0.000,0.000,0.351,0.051,0.154,0.052
model.000.22.pdb,0.116,0.012,0.346,0.214,0.522,0.180,0.583,0.154,0.186,0.042,0.689,0.471,0.333,0.071,0.435,0.141,0.378,0.066,0.587,0.052,0.131,0.106,0.370,0.519,0.000,0.164,0.014,0.674,0.458,0.689
model.000.23.pdb,0.509,0.084,0.327,0.420,0.090,0.056,0.162,0.368,0.377,0.027,0.145,0.258,0.109,0.013,0.150,0.312,0.032,0.050,0.101,0.585,0.065,0.086,0.015,0.118,0.145,0.155,0.000,0.127,0.043,0.113
model.000.24.pdb,0.069,0.012,0.429,0.259,0.228,0.385,0.617,0.087,0.094,0.104,0.617,0.471,0.153,0.154,0.179,0.066,0.148,0.095,0.738,0.052,0.118,0.259,0.145,0.745,0.000,0.067,0.059,0.481,0.750,0.490
model.000.25.pdb,0.500,0.102,0.356,0.444,0.081,0.123,0.211,0.393,0.404,0.037,0.162,0.308,0.130,0.012,0.134,0.338,0.029,0.046,0.122,0.492,0.050,0.169,0.014,0.179,0.182,0.156,0.038,0.160,0.081,0.147
model.000.26.pdb,0.056,0.024,0.095,0.241,0.000,0.420,0.119,0.000,0.015,0.217,0.042,0.072,0.000,0.175,0.000,0.000,0.000,0.081,0.059,0.194,0.080,0.532,0.000,0.174,0.000,0.000,0.224,0.086,0.113,0.056
model.000.27.pdb,0.049,0.247,0.013,0.000,0.215,0.038,0.049,0.037,0.039,0.297,0.104,0.050,0.149,0.312,0.119,0.098,0.224,0.500,0.123,0.000,0.576,0.038,0.241,0.083,0.116,0.090,0.286,0.103,0.097,0.104
model.000.28.pdb,0.327,0.293,0.036,0.037,0.018,0.000,0.000,0.400,0.234,0.000,0.000,0.033,0.057,0.000,0.038,0.408,0.020,0.078,0.000,0.255,0.064,0.000,0.000,0.000,0.750,0.130,0.111,0.000,0.000,0.000
model.000.29.pdb,0.143,0.286,0.000,0.000,0.177,0.000,0.013,0.130,0.141,0.116,0.026,0.000,0.224,0.099,0.131,0.235,0.204,0.235,0.000,0.012,0.342,0.000,0.222,0.000,0.246,0.264,0.136,0.067,0.000,0.053
