 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.260,0.000,0.000,0.455,0.273,0.015,0.000,0.000,0.515,0.000,0.000,0.033,0.259,0.455,0.203,0.068,0.264,0.061,0.135,0.034,0.072,0.241,0.417,0.015,0.000,0.000,0.556,0.167,0.017
model.000.01.pdb,0.190,0.110,0.011,0.740,0.065,0.028,0.706,0.138,0.418,0.015,0.042,0.066,0.761,0.178,0.000,0.290,0.723,0.133,0.094,0.132,0.696,0.000,0.200,0.089,0.750,0.080,0.111,0.000,0.174,0.000
model.000.02.pdb,0.026,0.000,0.403,0.108,0.000,0.000,0.045,0.224,0.107,0.043,0.633,0.500,0.024,0.000,0.014,0.000,0.024,0.000,0.000,0.000,0.000,0.386,0.000,0.000,0.060,0.365,0.210,0.097,0.000,0.203
model.000.03.pdb,0.123,0.549,0.012,0.164,0.481,0.358,0.197,0.000,0.027,0.222,0.000,0.033,0.254,0.714,0.231,0.642,0.274,0.627,0.236,0.442,0.246,0.047,0.692,0.556,0.206,0.000,0.000,0.161,0.612,0.027
model.000.04.pdb,0.233,0.667,0.086,0.103,0.500,0.553,0.132,0.000,0.000,0.136,0.000,0.000,0.176,0.735,0.300,0.600,0.194,0.647,0.500,0.689,0.167,0.096,0.648,0.635,0.137,0.000,0.000,0.141,0.778,0.116
model.000.05.pdb,0.027,0.051,0.358,0.023,0.063,0.070,0.011,0.115,0.039,0.094,0.375,0.320,0.000,0.060,0.133,0.022,0.000,0.061,0.043,0.039,0.000,0.541,0.011,0.086,0.000,0.186,0.091,0.246,0.012,0.250
model.000.06.pdb,0.000,0.113,0.027,0.071,0.228,0.088,0.119,0.125,0.119,0.400,0.033,0.037,0.131,0.121,0.125,0.149,0.150,0.159,0.000,0.032,0.158,0.039,0.182,0.175,0.075,0.015,0.000,0.265,0.062,0.000
model.000.07.pdb,0.190,0.761,0.072,0.130,0.519,0.542,0.160,0.000,0.013,0.115,0.000,0.010,0.209,0.792,0.269,0.618,0.227,0.735,0.429,0.604,0.200,0.108,0.667,0.623,0.167,0.000,0.000,0.104,0.723,0.114
model.000.08.pdb,0.000,0.068,0.061,0.133,0.176,0.059,0.149,0.255,0.246,0.347,0.141,0.092,0.113,0.077,0.103,0.087,0.113,0.107,0.000,0.000,0.152,0.071,0.128,0.120,0.079,0.053,0.015,0.241,0.026,0.000
model.000.09.pdb,0.132,0.064,0.655,0.023,0.037,0.118,0.011,0.153,0.053,0.000,0.400,0.414,0.000,0.048,0.097,0.022,0.012,0.074,0.108,0.068,0.000,0.593,0.045,0.048,0.000,0.297,0.125,0.041,0.037,0.455
