 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.286,0.000,0.093,0.222,0.016,0.400,0.245,0.025,0.058,0.370,0.059,0.062,0.022,0.226,0.000,0.302,0.381,0.366,0.000,0.051,0.113,0.170,0.310,0.013,0.000,0.083,0.019,0.015,0.500,0.125
model.000.01.pdb,0.246,0.079,0.540,0.058,0.013,0.145,0.039,0.088,0.028,0.174,0.731,0.000,0.066,0.107,0.034,0.192,0.000,0.156,0.117,0.020,0.000,0.356,0.160,0.076,0.207,0.000,0.177,0.545,0.031,0.091
model.000.02.pdb,0.000,0.554,0.012,0.114,0.536,0.000,0.000,0.576,0.345,0.000,0.056,0.211,0.373,0.000,0.590,0.022,0.052,0.000,0.596,0.500,0.478,0.012,0.000,0.465,0.210,0.443,0.000,0.125,0.014,0.132
model.000.03.pdb,0.580,0.000,0.389,0.127,0.000,0.550,0.400,0.043,0.000,0.717,0.257,0.024,0.000,0.500,0.034,0.735,0.213,0.674,0.000,0.054,0.092,0.592,0.586,0.054,0.015,0.022,0.291,0.078,0.208,0.061
model.000.04.pdb,0.379,0.000,0.288,0.075,0.000,0.593,0.660,0.000,0.000,0.509,0.187,0.132,0.000,0.708,0.000,0.564,0.364,0.460,0.000,0.065,0.103,0.436,0.661,0.010,0.000,0.067,0.440,0.050,0.140,0.029
model.000.05.pdb,0.000,0.292,0.000,0.154,0.509,0.078,0.080,0.365,0.271,0.037,0.011,0.348,0.218,0.076,0.382,0.047,0.200,0.013,0.294,0.545,0.678,0.000,0.091,0.347,0.091,0.719,0.014,0.036,0.062,0.138
model.000.06.pdb,0.302,0.077,0.161,0.743,0.169,0.221,0.063,0.024,0.271,0.211,0.130,0.014,0.060,0.109,0.096,0.154,0.085,0.240,0.042,0.073,0.090,0.172,0.139,0.012,0.160,0.077,0.017,0.141,0.500,0.500
model.000.07.pdb,0.397,0.000,0.328,0.074,0.000,0.667,0.681,0.021,0.000,0.528,0.216,0.130,0.000,0.660,0.011,0.554,0.310,0.451,0.000,0.053,0.128,0.481,0.679,0.053,0.000,0.067,0.377,0.062,0.119,0.029
model.000.08.pdb,0.215,0.212,0.103,0.651,0.317,0.148,0.041,0.090,0.449,0.162,0.143,0.012,0.189,0.066,0.169,0.090,0.072,0.161,0.167,0.140,0.145,0.147,0.095,0.066,0.308,0.133,0.000,0.203,0.362,0.707
model.000.09.pdb,0.000,0.377,0.000,0.042,0.317,0.054,0.110,0.464,0.190,0.025,0.011,0.413,0.241,0.090,0.382,0.035,0.099,0.013,0.313,0.457,0.375,0.012,0.067,0.530,0.143,0.556,0.087,0.036,0.000,0.057
