 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.103,0.000,0.213,0.100,0.676,0.017,0.312,0.127,0.163,0.017,0.465,0.319,0.447,0.000,0.559,0.172,0.581,0.015,0.333,0.015,0.079,0.000,0.562,0.278,0.000,0.244,0.000,0.455,0.239,0.500
model.000.01.pdb,0.367,0.057,0.230,0.431,0.042,0.100,0.141,0.290,0.250,0.000,0.095,0.231,0.028,0.000,0.060,0.229,0.000,0.024,0.083,0.755,0.020,0.147,0.000,0.115,0.177,0.045,0.000,0.093,0.056,0.080
model.000.02.pdb,0.145,0.590,0.000,0.013,0.067,0.000,0.000,0.118,0.067,0.200,0.000,0.000,0.040,0.197,0.027,0.138,0.075,0.444,0.000,0.083,0.400,0.000,0.074,0.000,0.258,0.088,0.281,0.012,0.000,0.012
model.000.03.pdb,0.127,0.047,0.587,0.420,0.259,0.250,0.717,0.164,0.197,0.027,0.549,0.660,0.203,0.040,0.255,0.120,0.161,0.037,0.462,0.120,0.065,0.267,0.158,0.604,0.014,0.136,0.000,0.481,0.404,0.519
model.000.04.pdb,0.080,0.000,0.480,0.286,0.233,0.462,0.667,0.113,0.121,0.130,0.569,0.463,0.143,0.145,0.167,0.076,0.119,0.037,0.571,0.090,0.100,0.375,0.117,0.830,0.000,0.079,0.070,0.500,0.609,0.509
model.000.05.pdb,0.077,0.288,0.000,0.000,0.185,0.026,0.012,0.051,0.055,0.246,0.064,0.025,0.119,0.242,0.074,0.114,0.190,0.443,0.096,0.011,0.569,0.000,0.207,0.060,0.136,0.127,0.254,0.077,0.055,0.051
model.000.06.pdb,0.346,0.081,0.235,0.070,0.312,0.000,0.169,0.417,0.537,0.000,0.211,0.236,0.564,0.000,0.475,0.574,0.250,0.028,0.119,0.072,0.035,0.000,0.244,0.119,0.196,0.676,0.016,0.296,0.050,0.232
model.000.07.pdb,0.093,0.011,0.471,0.352,0.190,0.400,0.723,0.127,0.136,0.113,0.528,0.509,0.106,0.143,0.145,0.075,0.081,0.075,0.560,0.103,0.124,0.368,0.079,0.706,0.000,0.078,0.055,0.464,0.630,0.500
model.000.08.pdb,0.404,0.200,0.159,0.029,0.259,0.000,0.113,0.472,0.490,0.000,0.145,0.164,0.420,0.000,0.327,0.680,0.226,0.063,0.070,0.120,0.077,0.000,0.245,0.076,0.392,0.595,0.056,0.212,0.028,0.162
model.000.09.pdb,0.091,0.403,0.013,0.014,0.013,0.129,0.025,0.038,0.027,0.446,0.025,0.025,0.000,0.439,0.000,0.086,0.000,0.544,0.067,0.023,0.545,0.143,0.000,0.072,0.136,0.029,0.519,0.024,0.069,0.025
