 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.169,0.013,0.119,0.340,0.281,0.061,0.203,0.048,0.157,0.036,0.000,0.157,0.206,0.076,0.222,0.000,0.013,0.085,0.089,0.052,0.035,0.172,0.192,0.426,0.207,0.222,0.164,0.032,0.079,0.062
model.000.01.pdb,0.088,0.042,0.553,0.000,0.333,0.024,0.364,0.089,0.436,0.012,0.164,0.033,0.088,0.037,0.016,0.000,0.027,0.024,0.032,0.053,0.061,0.490,0.024,0.000,0.062,0.442,0.086,0.000,0.000,0.063
model.000.02.pdb,0.022,0.382,0.000,0.205,0.100,0.507,0.080,0.567,0.065,0.537,0.047,0.766,0.000,0.645,0.012,0.156,0.391,0.683,0.575,0.420,0.493,0.045,0.793,0.091,0.000,0.056,0.011,0.262,0.650,0.451
model.000.03.pdb,0.760,0.011,0.160,0.186,0.119,0.112,0.113,0.010,0.134,0.089,0.328,0.038,0.692,0.078,0.625,0.169,0.058,0.020,0.068,0.000,0.098,0.115,0.031,0.254,0.608,0.113,0.698,0.116,0.056,0.032
model.000.04.pdb,0.029,0.127,0.278,0.000,0.169,0.038,0.164,0.139,0.250,0.039,0.117,0.059,0.029,0.068,0.000,0.000,0.074,0.064,0.095,0.119,0.092,0.211,0.013,0.000,0.016,0.203,0.029,0.000,0.056,0.096
model.000.05.pdb,0.679,0.011,0.143,0.292,0.105,0.099,0.111,0.020,0.146,0.088,0.229,0.069,0.648,0.065,0.549,0.077,0.034,0.030,0.078,0.000,0.085,0.114,0.064,0.333,0.537,0.111,0.569,0.083,0.067,0.031
model.000.06.pdb,0.056,0.352,0.011,0.250,0.020,0.631,0.011,0.466,0.020,0.641,0.095,0.533,0.022,0.552,0.049,0.206,0.441,0.565,0.560,0.408,0.440,0.022,0.536,0.117,0.035,0.000,0.043,0.474,0.530,0.438
model.000.07.pdb,0.205,0.072,0.611,0.037,0.843,0.021,0.745,0.124,0.722,0.032,0.090,0.113,0.222,0.078,0.182,0.000,0.000,0.074,0.048,0.022,0.086,0.740,0.076,0.113,0.224,0.816,0.216,0.000,0.033,0.043
model.000.08.pdb,0.113,0.029,0.283,0.067,0.562,0.000,0.458,0.080,0.370,0.000,0.015,0.113,0.131,0.054,0.157,0.000,0.000,0.038,0.011,0.014,0.038,0.417,0.096,0.154,0.167,0.489,0.127,0.000,0.014,0.013
model.000.09.pdb,0.000,0.439,0.013,0.169,0.101,0.353,0.079,0.500,0.062,0.400,0.040,0.530,0.000,0.452,0.000,0.088,0.292,0.541,0.451,0.483,0.469,0.039,0.614,0.059,0.000,0.051,0.012,0.148,0.450,0.517
model.000.10.pdb,0.183,0.090,0.627,0.013,0.837,0.044,0.809,0.143,0.712,0.044,0.080,0.106,0.200,0.081,0.156,0.000,0.000,0.090,0.071,0.023,0.078,0.804,0.067,0.087,0.200,0.771,0.194,0.000,0.034,0.044
model.000.11.pdb,0.020,0.507,0.021,0.145,0.039,0.442,0.041,0.577,0.050,0.447,0.032,0.558,0.000,0.493,0.011,0.110,0.537,0.548,0.627,0.694,0.527,0.031,0.609,0.058,0.000,0.031,0.010,0.171,0.536,0.667
model.000.12.pdb,0.082,0.031,0.300,0.000,0.108,0.013,0.136,0.026,0.203,0.000,0.235,0.000,0.100,0.000,0.000,0.022,0.062,0.000,0.023,0.076,0.013,0.204,0.000,0.000,0.071,0.196,0.097,0.000,0.000,0.056
model.000.13.pdb,0.265,0.074,0.667,0.000,0.643,0.032,0.706,0.126,0.750,0.032,0.153,0.060,0.265,0.067,0.188,0.000,0.000,0.076,0.069,0.022,0.100,0.700,0.032,0.055,0.250,0.673,0.257,0.000,0.022,0.043
model.000.14.pdb,0.059,0.358,0.011,0.214,0.032,0.683,0.022,0.478,0.033,0.695,0.061,0.549,0.034,0.623,0.053,0.203,0.409,0.635,0.556,0.397,0.431,0.023,0.530,0.095,0.050,0.011,0.034,0.463,0.574,0.449
model.000.15.pdb,0.167,0.076,0.660,0.013,0.731,0.033,0.771,0.129,0.780,0.033,0.125,0.083,0.183,0.069,0.138,0.000,0.000,0.066,0.060,0.023,0.066,0.844,0.056,0.071,0.182,0.889,0.178,0.000,0.023,0.044
model.000.16.pdb,0.630,0.000,0.213,0.167,0.157,0.049,0.152,0.000,0.176,0.049,0.263,0.011,0.705,0.024,0.625,0.018,0.000,0.000,0.021,0.000,0.060,0.156,0.000,0.245,0.816,0.152,0.711,0.049,0.013,0.000
model.000.17.pdb,0.012,0.582,0.062,0.052,0.095,0.426,0.101,0.661,0.110,0.433,0.012,0.472,0.000,0.508,0.000,0.117,0.369,0.523,0.500,0.596,0.547,0.062,0.448,0.000,0.000,0.061,0.011,0.103,0.484,0.524
model.000.18.pdb,0.214,0.036,0.615,0.039,0.820,0.021,0.686,0.090,0.607,0.011,0.079,0.071,0.232,0.044,0.190,0.000,0.000,0.043,0.029,0.000,0.043,0.714,0.067,0.134,0.234,0.792,0.225,0.000,0.000,0.011
model.000.19.pdb,0.135,0.104,0.537,0.026,0.875,0.044,0.771,0.157,0.679,0.056,0.038,0.130,0.151,0.094,0.156,0.000,0.000,0.102,0.071,0.035,0.090,0.694,0.092,0.103,0.164,0.735,0.147,0.000,0.047,0.056
model.000.20.pdb,0.054,0.441,0.011,0.165,0.010,0.588,0.000,0.473,0.010,0.597,0.093,0.463,0.043,0.514,0.061,0.200,0.695,0.486,0.566,0.594,0.410,0.000,0.479,0.060,0.022,0.000,0.053,0.284,0.493,0.507
model.000.21.pdb,0.041,0.149,0.000,0.315,0.000,0.403,0.000,0.222,0.000,0.410,0.074,0.315,0.027,0.349,0.031,0.239,0.317,0.348,0.289,0.157,0.187,0.000,0.261,0.155,0.061,0.000,0.040,0.711,0.367,0.162
model.000.22.pdb,0.309,0.000,0.044,0.457,0.054,0.078,0.028,0.012,0.013,0.093,0.113,0.034,0.358,0.066,0.348,0.082,0.027,0.037,0.044,0.000,0.024,0.029,0.037,0.500,0.320,0.043,0.298,0.151,0.040,0.012
model.000.23.pdb,0.094,0.044,0.468,0.016,0.583,0.013,0.614,0.108,0.531,0.013,0.015,0.084,0.111,0.053,0.154,0.000,0.000,0.037,0.034,0.014,0.064,0.643,0.066,0.089,0.143,0.578,0.108,0.000,0.013,0.039
model.000.24.pdb,0.099,0.039,0.481,0.000,0.355,0.035,0.386,0.125,0.482,0.023,0.136,0.054,0.099,0.036,0.030,0.000,0.052,0.046,0.064,0.078,0.058,0.481,0.047,0.000,0.075,0.463,0.096,0.000,0.024,0.048
