 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.104,0.000,0.200,0.254,0.149,0.069,0.228,0.123,0.115,0.000,0.750,0.159,0.169,0.025,0.000,0.183,0.115,0.271,0.000,0.000,0.214,0.250,0.269,0.026,0.183,0.000,0.164,0.143,0.000,0.176
model.000.01.pdb,0.667,0.127,0.714,0.081,0.804,0.122,0.169,0.100,0.644,0.158,0.211,0.129,0.708,0.048,0.000,0.711,0.138,0.523,0.074,0.089,0.175,0.686,0.180,0.000,0.139,0.214,0.833,0.240,0.074,0.100
model.000.02.pdb,0.023,0.000,0.108,0.692,0.046,0.596,0.000,0.600,0.000,0.000,0.185,0.012,0.059,0.433,0.095,0.024,0.000,0.071,0.013,0.015,0.000,0.119,0.013,0.394,0.032,0.056,0.062,0.000,0.025,0.542
model.000.03.pdb,0.089,0.000,0.071,0.000,0.113,0.023,0.547,0.033,0.111,0.000,0.119,0.700,0.114,0.033,0.196,0.137,0.569,0.123,0.197,0.047,0.509,0.108,0.444,0.023,0.548,0.000,0.078,0.308,0.274,0.000
model.000.04.pdb,0.688,0.340,0.491,0.038,0.585,0.077,0.100,0.085,0.596,0.367,0.094,0.081,0.596,0.060,0.000,0.472,0.103,0.283,0.194,0.192,0.119,0.475,0.106,0.024,0.110,0.353,0.592,0.145,0.156,0.047
model.000.05.pdb,0.490,0.122,0.604,0.141,0.583,0.152,0.062,0.125,0.457,0.180,0.127,0.043,0.596,0.066,0.000,0.556,0.081,0.364,0.065,0.080,0.081,0.580,0.066,0.000,0.064,0.245,0.591,0.100,0.065,0.157
model.000.06.pdb,0.103,0.000,0.098,0.000,0.127,0.011,0.608,0.022,0.127,0.014,0.119,0.735,0.128,0.011,0.117,0.153,0.633,0.141,0.254,0.098,0.538,0.122,0.472,0.011,0.600,0.000,0.092,0.388,0.317,0.000
model.000.07.pdb,0.000,0.022,0.000,0.032,0.000,0.097,0.109,0.074,0.000,0.020,0.000,0.143,0.000,0.123,0.840,0.000,0.135,0.000,0.208,0.095,0.073,0.000,0.036,0.150,0.087,0.000,0.000,0.000,0.349,0.041
model.000.08.pdb,0.000,0.000,0.000,0.013,0.013,0.039,0.327,0.024,0.000,0.000,0.015,0.407,0.013,0.049,0.289,0.000,0.365,0.000,0.296,0.115,0.268,0.012,0.211,0.038,0.381,0.000,0.000,0.135,0.458,0.000
model.000.09.pdb,0.314,0.581,0.127,0.000,0.167,0.000,0.086,0.000,0.245,0.606,0.000,0.065,0.169,0.087,0.021,0.143,0.109,0.019,0.364,0.371,0.109,0.123,0.073,0.076,0.055,0.447,0.185,0.140,0.277,0.000
model.000.10.pdb,0.000,0.000,0.013,0.213,0.000,0.351,0.000,0.323,0.000,0.000,0.016,0.028,0.000,0.464,0.279,0.000,0.030,0.000,0.047,0.038,0.000,0.000,0.000,0.560,0.012,0.033,0.000,0.000,0.081,0.200
model.000.11.pdb,0.011,0.000,0.031,0.315,0.021,0.435,0.000,0.405,0.011,0.000,0.062,0.056,0.010,0.387,0.167,0.011,0.034,0.000,0.035,0.027,0.023,0.020,0.000,0.449,0.082,0.024,0.022,0.000,0.060,0.242
model.000.12.pdb,0.143,0.000,0.135,0.000,0.169,0.000,0.810,0.023,0.175,0.015,0.169,0.837,0.171,0.000,0.089,0.203,0.721,0.155,0.217,0.109,0.762,0.162,0.714,0.012,0.667,0.000,0.132,0.512,0.281,0.000
model.000.13.pdb,0.635,0.136,0.648,0.076,0.796,0.114,0.246,0.094,0.646,0.164,0.213,0.200,0.812,0.045,0.000,0.783,0.215,0.532,0.083,0.100,0.254,0.717,0.262,0.000,0.218,0.217,0.708,0.340,0.083,0.092
model.000.14.pdb,0.383,0.306,0.353,0.102,0.333,0.172,0.034,0.141,0.311,0.378,0.000,0.016,0.314,0.106,0.000,0.348,0.054,0.182,0.115,0.095,0.054,0.315,0.036,0.030,0.014,0.472,0.319,0.068,0.074,0.109
model.000.15.pdb,0.517,0.111,0.533,0.035,0.596,0.046,0.400,0.043,0.547,0.121,0.222,0.338,0.636,0.011,0.000,0.667,0.367,0.442,0.141,0.113,0.414,0.593,0.429,0.000,0.342,0.118,0.545,0.429,0.141,0.028
model.000.16.pdb,0.159,0.016,0.151,0.013,0.186,0.012,0.727,0.035,0.194,0.031,0.150,0.717,0.206,0.011,0.070,0.222,0.644,0.136,0.217,0.130,0.805,0.178,0.756,0.012,0.667,0.015,0.149,0.512,0.281,0.000
model.000.17.pdb,0.647,0.138,0.692,0.091,0.812,0.130,0.212,0.108,0.660,0.186,0.177,0.169,0.755,0.057,0.000,0.688,0.182,0.479,0.116,0.140,0.219,0.698,0.226,0.000,0.175,0.241,0.761,0.294,0.116,0.094
model.000.18.pdb,0.278,0.041,0.431,0.150,0.385,0.125,0.121,0.100,0.286,0.058,0.487,0.097,0.392,0.041,0.000,0.375,0.068,0.647,0.000,0.000,0.105,0.471,0.130,0.000,0.082,0.118,0.404,0.159,0.000,0.196
model.000.19.pdb,0.434,0.074,0.600,0.086,0.580,0.097,0.161,0.077,0.458,0.088,0.383,0.136,0.592,0.037,0.000,0.587,0.111,0.658,0.000,0.018,0.148,0.640,0.172,0.000,0.132,0.143,0.587,0.208,0.015,0.127
model.000.20.pdb,0.132,0.000,0.125,0.000,0.159,0.000,0.780,0.000,0.164,0.016,0.158,0.767,0.179,0.000,0.094,0.194,0.732,0.143,0.250,0.137,0.690,0.153,0.643,0.013,0.611,0.000,0.121,0.513,0.296,0.000
model.000.21.pdb,0.083,0.090,0.173,0.542,0.106,0.679,0.000,0.650,0.049,0.116,0.096,0.000,0.081,0.547,0.091,0.086,0.000,0.099,0.012,0.014,0.012,0.155,0.000,0.418,0.010,0.234,0.086,0.000,0.024,0.481
