 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.394,0.323,0.043,0.172,0.250,0.072,0.414,0.203,0.024,0.534,0.361,0.011,0.027,0.258,0.039,0.105,0.034,0.131,0.258,0.049,0.623,0.343,0.118,0.035,0.037,0.033,0.024,0.649,0.090,0.517
model.000.01.pdb,0.067,0.145,0.649,0.220,0.034,0.109,0.116,0.270,0.080,0.049,0.111,0.141,0.286,0.000,0.375,0.000,0.706,0.533,0.042,0.064,0.103,0.145,0.439,0.197,0.673,0.243,0.191,0.046,0.000,0.000
model.000.02.pdb,0.057,0.136,0.607,0.214,0.035,0.081,0.082,0.267,0.069,0.038,0.118,0.118,0.283,0.000,0.352,0.000,0.694,0.517,0.014,0.053,0.108,0.122,0.393,0.174,0.660,0.222,0.167,0.061,0.000,0.000
model.000.03.pdb,0.700,0.133,0.042,0.164,0.508,0.000,0.569,0.089,0.074,0.243,0.147,0.092,0.068,0.306,0.025,0.279,0.045,0.043,0.350,0.035,0.417,0.388,0.023,0.096,0.035,0.089,0.101,0.347,0.134,0.247
model.000.04.pdb,0.333,0.082,0.000,0.059,0.559,0.029,0.263,0.053,0.125,0.246,0.067,0.141,0.000,0.596,0.000,0.397,0.000,0.011,0.172,0.137,0.247,0.160,0.000,0.049,0.000,0.082,0.052,0.264,0.296,0.328
model.000.05.pdb,0.024,0.111,0.545,0.105,0.012,0.170,0.012,0.224,0.125,0.013,0.060,0.159,0.235,0.000,0.478,0.000,0.529,0.456,0.000,0.104,0.012,0.040,0.404,0.188,0.553,0.258,0.161,0.025,0.000,0.000
model.000.06.pdb,0.024,0.367,0.302,0.250,0.000,0.311,0.063,0.659,0.062,0.138,0.308,0.027,0.034,0.000,0.444,0.000,0.415,0.633,0.000,0.109,0.183,0.103,0.795,0.058,0.458,0.067,0.015,0.162,0.000,0.090
model.000.07.pdb,0.026,0.525,0.086,0.174,0.014,0.395,0.054,0.476,0.050,0.236,0.442,0.000,0.000,0.056,0.283,0.000,0.113,0.370,0.036,0.140,0.238,0.078,0.362,0.031,0.143,0.028,0.000,0.259,0.000,0.218
model.000.08.pdb,0.013,0.173,0.070,0.019,0.014,0.828,0.000,0.216,0.235,0.153,0.127,0.127,0.000,0.056,0.372,0.000,0.078,0.254,0.000,0.413,0.054,0.000,0.255,0.136,0.103,0.156,0.000,0.074,0.083,0.196
model.000.09.pdb,0.464,0.254,0.053,0.149,0.276,0.027,0.464,0.133,0.049,0.468,0.269,0.033,0.041,0.290,0.025,0.103,0.057,0.102,0.270,0.060,0.578,0.373,0.074,0.047,0.024,0.078,0.036,0.548,0.119,0.452
model.000.10.pdb,0.066,0.000,0.159,0.000,0.120,0.059,0.054,0.013,0.491,0.024,0.000,0.698,0.123,0.101,0.147,0.123,0.114,0.134,0.000,0.333,0.010,0.035,0.064,0.564,0.092,0.603,0.262,0.011,0.268,0.036
model.000.11.pdb,0.063,0.031,0.640,0.071,0.000,0.054,0.050,0.133,0.062,0.000,0.015,0.116,0.463,0.000,0.275,0.000,0.500,0.333,0.068,0.044,0.024,0.087,0.273,0.141,0.458,0.212,0.302,0.000,0.000,0.000
model.000.12.pdb,0.000,0.295,0.108,0.087,0.000,0.690,0.000,0.349,0.157,0.085,0.208,0.063,0.000,0.000,0.447,0.000,0.140,0.373,0.000,0.271,0.088,0.000,0.364,0.105,0.176,0.094,0.000,0.113,0.021,0.086
model.000.13.pdb,0.405,0.338,0.062,0.290,0.266,0.039,0.552,0.257,0.035,0.567,0.375,0.021,0.039,0.277,0.024,0.113,0.131,0.163,0.277,0.058,0.677,0.397,0.139,0.045,0.111,0.042,0.023,0.597,0.099,0.431
