 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.152,0.014,0.060,0.000,0.160,0.222,0.083,0.071,0.652,0.110,0.000,0.500,0.015,0.148,0.200,0.118,0.079,0.115,0.000,0.529,0.046,0.038,0.116,0.509,0.069,0.500,0.056,0.049,0.327,0.143
model.000.01.pdb,0.507,0.050,0.000,0.041,0.644,0.041,0.365,0.012,0.132,0.213,0.037,0.119,0.013,0.481,0.012,0.303,0.034,0.021,0.159,0.143,0.263,0.227,0.012,0.084,0.012,0.102,0.024,0.247,0.293,0.286
model.000.02.pdb,0.024,0.081,0.367,0.053,0.013,0.229,0.000,0.193,0.232,0.000,0.030,0.262,0.200,0.000,0.548,0.000,0.415,0.429,0.000,0.224,0.000,0.014,0.346,0.327,0.429,0.356,0.095,0.013,0.036,0.000
model.000.03.pdb,0.065,0.016,0.270,0.018,0.054,0.036,0.065,0.100,0.218,0.000,0.000,0.316,0.137,0.000,0.286,0.063,0.304,0.300,0.000,0.095,0.025,0.090,0.214,0.420,0.259,0.444,0.241,0.000,0.037,0.000
model.000.04.pdb,0.000,0.426,0.155,0.154,0.000,0.439,0.024,0.545,0.131,0.233,0.360,0.055,0.000,0.000,0.383,0.000,0.210,0.538,0.000,0.183,0.200,0.042,0.522,0.090,0.228,0.081,0.000,0.215,0.018,0.177
model.000.05.pdb,0.147,0.045,0.647,0.170,0.012,0.000,0.162,0.094,0.000,0.041,0.077,0.068,0.632,0.000,0.136,0.044,0.375,0.206,0.182,0.000,0.103,0.167,0.180,0.056,0.385,0.123,0.420,0.038,0.000,0.000
model.000.06.pdb,0.034,0.159,0.544,0.158,0.012,0.204,0.047,0.321,0.119,0.039,0.104,0.137,0.222,0.000,0.543,0.000,0.620,0.654,0.000,0.116,0.059,0.066,0.583,0.162,0.617,0.211,0.119,0.049,0.000,0.013
model.000.07.pdb,0.060,0.029,0.087,0.000,0.104,0.280,0.011,0.090,0.609,0.129,0.014,0.390,0.032,0.214,0.250,0.028,0.111,0.164,0.000,0.727,0.035,0.000,0.154,0.368,0.087,0.393,0.000,0.037,0.400,0.130
model.000.08.pdb,0.050,0.047,0.093,0.000,0.039,0.372,0.024,0.115,0.568,0.138,0.015,0.375,0.034,0.105,0.327,0.015,0.119,0.212,0.000,0.614,0.037,0.014,0.186,0.377,0.094,0.404,0.015,0.039,0.234,0.141
model.000.09.pdb,0.443,0.164,0.211,0.333,0.151,0.000,0.517,0.125,0.000,0.164,0.220,0.000,0.280,0.175,0.000,0.106,0.145,0.050,0.675,0.000,0.419,0.612,0.042,0.027,0.104,0.037,0.217,0.297,0.000,0.116
model.000.10.pdb,0.034,0.281,0.419,0.245,0.012,0.300,0.084,0.480,0.087,0.067,0.233,0.107,0.138,0.000,0.543,0.000,0.588,0.720,0.015,0.116,0.139,0.095,0.689,0.145,0.617,0.162,0.042,0.104,0.000,0.026
model.000.11.pdb,0.035,0.161,0.381,0.140,0.012,0.231,0.023,0.304,0.213,0.013,0.090,0.206,0.102,0.000,0.667,0.000,0.429,0.491,0.000,0.206,0.047,0.053,0.471,0.258,0.471,0.308,0.072,0.050,0.033,0.000
model.000.12.pdb,0.000,0.275,0.096,0.055,0.000,0.727,0.000,0.347,0.196,0.180,0.222,0.103,0.000,0.034,0.370,0.000,0.123,0.345,0.000,0.327,0.108,0.014,0.333,0.109,0.153,0.130,0.000,0.149,0.057,0.224
model.000.13.pdb,0.413,0.200,0.225,0.383,0.133,0.000,0.561,0.159,0.000,0.197,0.259,0.000,0.226,0.133,0.014,0.121,0.176,0.062,0.659,0.000,0.435,0.569,0.071,0.013,0.154,0.012,0.175,0.312,0.000,0.099
model.000.14.pdb,0.000,0.312,0.130,0.057,0.000,0.571,0.000,0.391,0.204,0.129,0.208,0.106,0.000,0.000,0.525,0.000,0.145,0.407,0.000,0.314,0.096,0.014,0.435,0.150,0.179,0.134,0.000,0.119,0.038,0.131
model.000.15.pdb,0.105,0.068,0.057,0.000,0.110,0.346,0.056,0.097,0.569,0.214,0.026,0.333,0.014,0.194,0.267,0.053,0.062,0.167,0.014,0.745,0.080,0.012,0.141,0.312,0.066,0.338,0.000,0.098,0.408,0.235
model.000.16.pdb,0.013,0.475,0.088,0.156,0.014,0.417,0.013,0.429,0.089,0.222,0.395,0.015,0.000,0.019,0.295,0.000,0.117,0.385,0.019,0.167,0.206,0.047,0.378,0.032,0.148,0.029,0.000,0.224,0.020,0.204
model.000.17.pdb,0.557,0.200,0.094,0.315,0.338,0.014,0.667,0.162,0.039,0.308,0.254,0.048,0.060,0.233,0.013,0.194,0.089,0.058,0.396,0.012,0.532,0.458,0.066,0.050,0.095,0.046,0.081,0.500,0.078,0.235
model.000.18.pdb,0.024,0.296,0.441,0.370,0.000,0.170,0.115,0.479,0.059,0.085,0.224,0.067,0.167,0.000,0.447,0.000,0.625,0.509,0.031,0.057,0.145,0.147,0.587,0.101,0.738,0.122,0.059,0.123,0.000,0.000
model.000.19.pdb,0.080,0.000,0.094,0.000,0.152,0.014,0.056,0.013,0.455,0.000,0.000,0.600,0.076,0.088,0.101,0.159,0.089,0.096,0.000,0.302,0.000,0.049,0.052,0.585,0.052,0.492,0.194,0.000,0.255,0.012
