 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.170,0.404,0.145,0.000,0.558,0.231,0.070,0.027,0.074,0.111,0.123,0.077,0.531,0.014,0.012,0.050,0.586,0.488,0.535,0.155,0.000,0.710,0.239,0.000,0.018,0.218,0.333,0.000,0.143,0.304
model.000.01.pdb,0.039,0.200,0.421,0.156,0.024,0.093,0.000,0.011,0.490,0.443,0.000,0.143,0.015,0.725,0.031,0.266,0.067,0.038,0.024,0.118,0.111,0.029,0.154,0.065,0.288,0.232,0.000,0.125,0.000,0.054
model.000.02.pdb,0.232,0.000,0.049,0.000,0.034,0.000,0.151,0.435,0.013,0.022,0.391,0.000,0.029,0.057,0.536,0.162,0.000,0.024,0.060,0.216,0.250,0.013,0.000,0.465,0.227,0.000,0.047,0.075,0.431,0.107
model.000.03.pdb,0.083,0.608,0.254,0.309,0.361,0.538,0.085,0.057,0.396,0.536,0.060,0.365,0.226,0.162,0.065,0.053,0.319,0.455,0.344,0.092,0.000,0.408,0.738,0.032,0.042,0.596,0.071,0.053,0.079,0.152
model.000.04.pdb,0.039,0.456,0.176,0.460,0.400,0.841,0.219,0.081,0.316,0.338,0.071,0.582,0.138,0.101,0.064,0.026,0.212,0.473,0.339,0.063,0.000,0.321,0.574,0.000,0.027,0.615,0.017,0.159,0.102,0.069
model.000.05.pdb,0.262,0.062,0.037,0.000,0.176,0.024,0.227,0.455,0.000,0.011,0.661,0.034,0.095,0.023,0.515,0.092,0.031,0.120,0.194,0.225,0.143,0.074,0.000,0.312,0.099,0.036,0.143,0.064,0.613,0.159
model.000.06.pdb,0.545,0.263,0.380,0.016,0.197,0.094,0.000,0.038,0.123,0.152,0.129,0.013,0.375,0.070,0.085,0.353,0.405,0.186,0.200,0.553,0.208,0.255,0.125,0.024,0.185,0.090,0.351,0.000,0.089,0.692
model.000.07.pdb,0.039,0.448,0.191,0.423,0.393,0.708,0.234,0.080,0.333,0.397,0.096,0.571,0.117,0.128,0.086,0.038,0.185,0.464,0.355,0.062,0.000,0.291,0.596,0.021,0.027,0.667,0.016,0.125,0.101,0.068
model.000.08.pdb,0.733,0.188,0.362,0.000,0.153,0.053,0.000,0.095,0.072,0.103,0.171,0.000,0.300,0.089,0.165,0.491,0.265,0.143,0.155,0.729,0.360,0.190,0.074,0.066,0.321,0.051,0.304,0.000,0.157,0.652
model.000.09.pdb,0.123,0.024,0.012,0.118,0.074,0.077,0.350,0.548,0.013,0.034,0.329,0.139,0.000,0.023,0.561,0.078,0.000,0.050,0.089,0.130,0.143,0.014,0.027,0.464,0.147,0.036,0.000,0.239,0.408,0.026
model.000.10.pdb,0.721,0.130,0.293,0.000,0.097,0.000,0.000,0.086,0.061,0.065,0.164,0.000,0.220,0.093,0.173,0.531,0.184,0.086,0.099,0.646,0.455,0.121,0.015,0.107,0.373,0.000,0.273,0.000,0.165,0.532
model.000.11.pdb,0.048,0.186,0.000,0.000,0.365,0.153,0.354,0.194,0.016,0.014,0.400,0.121,0.233,0.000,0.192,0.000,0.136,0.333,0.458,0.014,0.018,0.239,0.070,0.090,0.000,0.164,0.171,0.031,0.424,0.067
model.000.12.pdb,0.172,0.309,0.078,0.000,0.622,0.207,0.196,0.108,0.016,0.041,0.274,0.118,0.447,0.000,0.113,0.045,0.368,0.489,0.636,0.123,0.018,0.475,0.125,0.012,0.016,0.217,0.351,0.015,0.303,0.245
model.000.13.pdb,0.026,0.206,0.386,0.180,0.025,0.111,0.000,0.011,0.510,0.433,0.000,0.178,0.016,0.720,0.021,0.215,0.069,0.039,0.025,0.107,0.079,0.030,0.159,0.078,0.233,0.258,0.000,0.162,0.000,0.041
model.000.14.pdb,0.000,0.042,0.076,0.561,0.042,0.241,0.190,0.120,0.158,0.200,0.013,0.500,0.000,0.238,0.046,0.000,0.000,0.059,0.014,0.000,0.000,0.000,0.140,0.099,0.000,0.250,0.000,0.511,0.048,0.000
model.000.15.pdb,0.000,0.241,0.062,0.722,0.177,0.522,0.196,0.093,0.231,0.310,0.026,0.617,0.019,0.101,0.047,0.000,0.020,0.228,0.125,0.000,0.000,0.135,0.400,0.024,0.000,0.431,0.000,0.255,0.036,0.000
model.000.16.pdb,0.500,0.027,0.090,0.000,0.100,0.000,0.092,0.246,0.000,0.000,0.407,0.000,0.157,0.026,0.292,0.217,0.037,0.057,0.101,0.453,0.378,0.050,0.000,0.167,0.214,0.000,0.256,0.000,0.406,0.296
model.000.17.pdb,0.123,0.000,0.012,0.086,0.048,0.077,0.306,0.500,0.000,0.011,0.310,0.111,0.000,0.034,0.493,0.078,0.000,0.024,0.049,0.130,0.143,0.000,0.000,0.554,0.164,0.024,0.000,0.221,0.389,0.026
model.000.18.pdb,0.117,0.000,0.024,0.013,0.000,0.000,0.133,0.316,0.012,0.022,0.228,0.022,0.000,0.106,0.354,0.130,0.000,0.000,0.023,0.123,0.188,0.000,0.000,0.721,0.224,0.000,0.000,0.160,0.284,0.024
model.000.19.pdb,0.316,0.000,0.056,0.000,0.026,0.000,0.072,0.309,0.000,0.000,0.323,0.000,0.016,0.037,0.412,0.206,0.000,0.013,0.039,0.290,0.354,0.000,0.000,0.343,0.268,0.000,0.036,0.041,0.348,0.141
model.000.20.pdb,0.241,0.226,0.587,0.015,0.069,0.072,0.000,0.049,0.360,0.333,0.025,0.013,0.093,0.379,0.094,0.521,0.167,0.104,0.070,0.375,0.292,0.086,0.136,0.083,0.545,0.132,0.019,0.043,0.047,0.228
model.000.21.pdb,0.040,0.464,0.179,0.412,0.431,0.778,0.185,0.045,0.298,0.323,0.072,0.536,0.161,0.089,0.053,0.026,0.240,0.509,0.390,0.064,0.000,0.353,0.587,0.000,0.028,0.660,0.034,0.129,0.091,0.086
