 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.453,0.106,0.571,0.214,0.315,0.042,0.079,0.404,0.271,0.339,0.078,0.027,0.154,0.111,0.509,0.000,0.000,0.108,0.509,0.034,0.228,0.077,0.281,0.333,0.455,0.667,0.012,0.075,0.177,0.164
model.000.01.pdb,0.229,0.196,0.439,0.000,0.656,0.125,0.083,0.127,0.036,0.239,0.129,0.135,0.000,0.000,0.240,0.000,0.029,0.085,0.476,0.125,0.677,0.031,0.123,0.459,0.051,0.357,0.000,0.000,0.222,0.233
model.000.02.pdb,0.373,0.041,0.328,0.187,0.154,0.073,0.141,0.292,0.254,0.234,0.148,0.000,0.133,0.233,0.527,0.000,0.000,0.089,0.377,0.033,0.072,0.257,0.178,0.152,0.585,0.411,0.034,0.071,0.085,0.071
model.000.03.pdb,0.027,0.028,0.013,0.012,0.000,0.375,0.397,0.013,0.027,0.014,0.448,0.069,0.023,0.296,0.143,0.100,0.143,0.038,0.067,0.250,0.029,0.680,0.000,0.000,0.096,0.027,0.403,0.075,0.000,0.000
model.000.04.pdb,0.429,0.041,0.379,0.222,0.175,0.052,0.098,0.456,0.300,0.279,0.111,0.000,0.163,0.159,0.537,0.000,0.000,0.090,0.383,0.033,0.106,0.160,0.269,0.190,0.566,0.444,0.011,0.099,0.134,0.088
model.000.05.pdb,0.039,0.086,0.067,0.023,0.000,0.522,0.534,0.012,0.013,0.026,0.613,0.159,0.057,0.106,0.221,0.176,0.264,0.104,0.122,0.409,0.043,0.475,0.000,0.000,0.051,0.068,0.429,0.023,0.041,0.042
model.000.06.pdb,0.259,0.095,0.090,0.688,0.098,0.022,0.029,0.520,0.614,0.224,0.000,0.090,0.564,0.082,0.056,0.058,0.037,0.345,0.070,0.036,0.015,0.000,0.625,0.097,0.206,0.127,0.025,0.577,0.255,0.218
model.000.07.pdb,0.037,0.066,0.037,0.057,0.000,0.507,0.463,0.035,0.037,0.012,0.591,0.118,0.101,0.164,0.173,0.197,0.280,0.084,0.100,0.324,0.026,0.533,0.011,0.000,0.060,0.051,0.484,0.068,0.025,0.026
model.000.08.pdb,0.511,0.047,0.511,0.234,0.250,0.022,0.030,0.480,0.327,0.327,0.058,0.000,0.167,0.085,0.480,0.000,0.000,0.086,0.423,0.024,0.164,0.054,0.288,0.269,0.510,0.605,0.013,0.096,0.136,0.102
model.000.09.pdb,0.260,0.204,0.465,0.014,0.629,0.133,0.080,0.138,0.052,0.245,0.153,0.145,0.013,0.000,0.294,0.000,0.042,0.097,0.535,0.118,0.697,0.045,0.133,0.487,0.065,0.419,0.014,0.000,0.229,0.239
model.000.10.pdb,0.031,0.000,0.000,0.121,0.000,0.035,0.077,0.131,0.208,0.000,0.075,0.000,0.082,0.639,0.062,0.015,0.013,0.000,0.000,0.013,0.000,0.237,0.145,0.000,0.408,0.032,0.101,0.172,0.000,0.000
