 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.300,0.205,0.127,0.030,0.268,0.000,0.085,0.333,0.392,0.014,0.116,0.118,0.438,0.013,0.314,0.547,0.212,0.093,0.042,0.051,0.143,0.000,0.231,0.051,0.327,0.625,0.106,0.200,0.014,0.132
model.000.01.pdb,0.206,0.011,0.596,0.327,0.389,0.149,0.558,0.270,0.316,0.000,0.620,0.778,0.327,0.039,0.420,0.211,0.264,0.024,0.500,0.147,0.064,0.164,0.259,0.526,0.043,0.169,0.000,0.519,0.339,0.558
model.000.02.pdb,0.612,0.099,0.412,0.346,0.161,0.057,0.238,0.571,0.636,0.000,0.182,0.328,0.207,0.000,0.214,0.482,0.085,0.037,0.136,0.361,0.021,0.056,0.066,0.167,0.167,0.320,0.000,0.234,0.075,0.182
model.000.03.pdb,0.014,0.000,0.250,0.235,0.000,0.675,0.315,0.029,0.032,0.190,0.183,0.207,0.000,0.186,0.000,0.013,0.000,0.041,0.214,0.086,0.084,0.744,0.000,0.400,0.000,0.000,0.136,0.180,0.275,0.224
model.000.04.pdb,0.078,0.011,0.246,0.156,0.583,0.164,0.439,0.110,0.134,0.096,0.608,0.373,0.345,0.157,0.385,0.130,0.388,0.115,0.612,0.024,0.217,0.097,0.380,0.517,0.000,0.167,0.054,0.566,0.490,0.577
model.000.05.pdb,0.067,0.011,0.431,0.268,0.197,0.471,0.681,0.083,0.090,0.149,0.549,0.418,0.127,0.182,0.169,0.063,0.121,0.063,0.583,0.063,0.126,0.357,0.119,0.809,0.000,0.063,0.087,0.481,0.659,0.519
model.000.06.pdb,0.000,0.087,0.000,0.015,0.094,0.263,0.134,0.000,0.000,0.542,0.134,0.071,0.000,0.630,0.031,0.013,0.088,0.373,0.217,0.000,0.462,0.217,0.068,0.242,0.000,0.000,0.286,0.100,0.250,0.134
model.000.07.pdb,0.095,0.360,0.012,0.051,0.062,0.160,0.034,0.034,0.037,0.561,0.058,0.023,0.025,0.500,0.025,0.079,0.069,0.600,0.073,0.021,0.642,0.143,0.054,0.078,0.064,0.039,0.475,0.045,0.090,0.034
model.000.08.pdb,0.298,0.012,0.489,0.625,0.098,0.150,0.327,0.241,0.264,0.000,0.237,0.412,0.083,0.014,0.125,0.182,0.000,0.013,0.207,0.393,0.022,0.228,0.017,0.274,0.083,0.070,0.000,0.233,0.175,0.237
model.000.09.pdb,0.303,0.067,0.491,0.674,0.113,0.174,0.371,0.235,0.274,0.025,0.288,0.474,0.100,0.037,0.172,0.184,0.044,0.059,0.224,0.364,0.083,0.242,0.029,0.319,0.055,0.106,0.000,0.246,0.197,0.269
