 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.073,0.324,0.013,0.039,0.174,0.037,0.036,0.062,0.066,0.288,0.087,0.036,0.113,0.284,0.100,0.122,0.177,0.438,0.063,0.000,0.559,0.050,0.175,0.033,0.097,0.119,0.258,0.086,0.052,0.087
model.000.01.pdb,0.090,0.033,0.444,0.382,0.200,0.429,0.680,0.122,0.130,0.139,0.556,0.482,0.118,0.153,0.156,0.072,0.094,0.072,0.558,0.113,0.132,0.350,0.092,0.698,0.000,0.075,0.053,0.466,0.592,0.474
model.000.02.pdb,0.080,0.034,0.451,0.358,0.194,0.357,0.702,0.113,0.121,0.099,0.509,0.491,0.108,0.113,0.129,0.062,0.100,0.062,0.540,0.090,0.125,0.351,0.098,0.686,0.000,0.062,0.041,0.421,0.609,0.509
model.000.03.pdb,0.138,0.507,0.012,0.065,0.024,0.075,0.023,0.023,0.012,0.375,0.034,0.023,0.000,0.348,0.000,0.092,0.027,0.583,0.048,0.092,0.473,0.074,0.013,0.032,0.139,0.013,0.410,0.011,0.037,0.011
model.000.04.pdb,0.164,0.638,0.000,0.000,0.013,0.000,0.000,0.169,0.099,0.155,0.000,0.000,0.027,0.122,0.000,0.187,0.029,0.328,0.000,0.113,0.256,0.000,0.014,0.000,0.310,0.091,0.290,0.000,0.000,0.000
model.000.05.pdb,0.134,0.000,0.605,0.340,0.211,0.315,0.705,0.175,0.190,0.028,0.471,0.644,0.175,0.028,0.226,0.111,0.109,0.000,0.440,0.111,0.033,0.358,0.107,0.588,0.015,0.105,0.000,0.490,0.500,0.531
model.000.06.pdb,0.090,0.012,0.269,0.164,0.535,0.172,0.500,0.109,0.138,0.061,0.636,0.420,0.362,0.060,0.442,0.116,0.450,0.069,0.533,0.013,0.123,0.095,0.439,0.472,0.000,0.154,0.015,0.587,0.467,0.636
model.000.07.pdb,0.063,0.000,0.111,0.018,0.622,0.000,0.179,0.083,0.132,0.049,0.294,0.182,0.450,0.048,0.514,0.127,0.733,0.060,0.235,0.000,0.164,0.000,0.710,0.180,0.000,0.200,0.000,0.314,0.132,0.347
model.000.08.pdb,0.264,0.055,0.224,0.036,0.395,0.000,0.179,0.327,0.429,0.000,0.245,0.226,0.657,0.000,0.556,0.392,0.368,0.014,0.125,0.029,0.024,0.000,0.395,0.125,0.137,0.588,0.000,0.314,0.071,0.269
model.000.09.pdb,0.098,0.389,0.012,0.038,0.122,0.049,0.047,0.073,0.078,0.318,0.047,0.035,0.066,0.313,0.053,0.133,0.119,0.424,0.036,0.033,0.612,0.075,0.118,0.044,0.125,0.100,0.269,0.047,0.037,0.060
model.000.10.pdb,0.410,0.103,0.254,0.400,0.039,0.110,0.149,0.377,0.295,0.000,0.104,0.235,0.055,0.000,0.071,0.286,0.014,0.034,0.065,0.667,0.030,0.155,0.000,0.123,0.262,0.090,0.013,0.103,0.039,0.090
model.000.11.pdb,0.074,0.000,0.435,0.362,0.100,0.478,0.500,0.109,0.119,0.111,0.333,0.365,0.067,0.109,0.088,0.069,0.036,0.013,0.353,0.085,0.046,0.533,0.017,0.560,0.000,0.071,0.079,0.327,0.375,0.385
model.000.12.pdb,0.145,0.014,0.217,0.038,0.600,0.000,0.240,0.196,0.273,0.000,0.378,0.298,0.688,0.000,0.733,0.241,0.600,0.000,0.229,0.015,0.038,0.000,0.531,0.193,0.038,0.389,0.000,0.432,0.143,0.378
model.000.13.pdb,0.081,0.338,0.012,0.037,0.162,0.073,0.057,0.058,0.062,0.343,0.108,0.046,0.091,0.379,0.065,0.115,0.130,0.540,0.127,0.021,0.632,0.023,0.129,0.089,0.120,0.096,0.313,0.094,0.103,0.070
model.000.14.pdb,0.123,0.011,0.500,0.304,0.471,0.242,0.723,0.176,0.210,0.026,0.800,0.569,0.327,0.067,0.365,0.147,0.314,0.062,0.625,0.103,0.087,0.164,0.308,0.642,0.000,0.169,0.013,0.708,0.471,0.723
model.000.15.pdb,0.097,0.493,0.011,0.045,0.011,0.141,0.041,0.053,0.033,0.456,0.052,0.020,0.000,0.493,0.000,0.071,0.012,0.656,0.089,0.050,0.558,0.140,0.000,0.092,0.107,0.035,0.516,0.030,0.080,0.031
model.000.16.pdb,0.102,0.372,0.000,0.048,0.139,0.082,0.043,0.067,0.071,0.362,0.079,0.022,0.073,0.397,0.062,0.135,0.123,0.578,0.094,0.041,0.716,0.045,0.122,0.074,0.114,0.105,0.296,0.078,0.084,0.055
model.000.17.pdb,0.283,0.024,0.321,0.511,0.045,0.161,0.188,0.210,0.228,0.028,0.134,0.293,0.046,0.027,0.082,0.157,0.000,0.038,0.106,0.500,0.033,0.217,0.000,0.155,0.079,0.049,0.029,0.132,0.077,0.118
model.000.18.pdb,0.333,0.024,0.500,0.634,0.113,0.145,0.293,0.298,0.327,0.000,0.210,0.451,0.117,0.000,0.161,0.212,0.034,0.026,0.180,0.379,0.022,0.200,0.016,0.246,0.063,0.125,0.000,0.226,0.150,0.190
model.000.19.pdb,0.000,0.013,0.154,0.094,0.250,0.265,0.294,0.000,0.000,0.123,0.435,0.250,0.115,0.182,0.167,0.000,0.209,0.127,0.615,0.000,0.164,0.145,0.233,0.440,0.000,0.000,0.051,0.314,0.538,0.320
model.000.20.pdb,0.053,0.011,0.440,0.321,0.161,0.480,0.592,0.085,0.091,0.134,0.472,0.400,0.077,0.132,0.115,0.037,0.067,0.064,0.531,0.092,0.102,0.389,0.083,0.680,0.000,0.031,0.072,0.436,0.565,0.444
model.000.21.pdb,0.000,0.000,0.115,0.143,0.000,0.579,0.143,0.016,0.018,0.265,0.085,0.105,0.000,0.212,0.000,0.000,0.000,0.078,0.130,0.062,0.064,0.605,0.000,0.250,0.000,0.000,0.200,0.102,0.208,0.085
model.000.22.pdb,0.114,0.313,0.000,0.000,0.145,0.000,0.000,0.101,0.109,0.136,0.027,0.013,0.190,0.101,0.081,0.206,0.167,0.281,0.028,0.012,0.333,0.000,0.185,0.012,0.255,0.204,0.197,0.040,0.014,0.027
model.000.23.pdb,0.104,0.022,0.472,0.288,0.279,0.356,0.787,0.137,0.164,0.108,0.680,0.537,0.188,0.137,0.233,0.099,0.167,0.072,0.723,0.085,0.132,0.286,0.164,0.765,0.000,0.108,0.039,0.574,0.660,0.615
model.000.24.pdb,0.136,0.467,0.011,0.034,0.011,0.131,0.042,0.054,0.045,0.448,0.031,0.021,0.000,0.441,0.000,0.118,0.012,0.576,0.032,0.061,0.513,0.171,0.000,0.061,0.167,0.036,0.508,0.000,0.045,0.031
model.000.25.pdb,0.062,0.391,0.026,0.055,0.039,0.125,0.062,0.024,0.026,0.431,0.049,0.037,0.013,0.424,0.014,0.059,0.044,0.525,0.038,0.023,0.507,0.155,0.029,0.058,0.116,0.028,0.421,0.012,0.039,0.049
model.000.26.pdb,0.077,0.011,0.400,0.293,0.242,0.491,0.596,0.108,0.116,0.141,0.537,0.491,0.136,0.188,0.159,0.073,0.113,0.073,0.600,0.073,0.121,0.404,0.111,0.780,0.000,0.076,0.082,0.474,0.604,0.456
model.000.27.pdb,0.333,0.068,0.328,0.531,0.069,0.162,0.203,0.224,0.242,0.052,0.169,0.302,0.056,0.038,0.090,0.189,0.015,0.060,0.111,0.492,0.062,0.212,0.000,0.171,0.103,0.060,0.026,0.151,0.085,0.137
model.000.28.pdb,0.411,0.047,0.385,0.489,0.091,0.121,0.219,0.305,0.333,0.013,0.147,0.351,0.111,0.000,0.153,0.239,0.032,0.051,0.119,0.482,0.032,0.172,0.016,0.183,0.094,0.119,0.014,0.162,0.091,0.130
model.000.29.pdb,0.224,0.558,0.000,0.000,0.000,0.000,0.000,0.169,0.085,0.062,0.000,0.000,0.016,0.062,0.000,0.172,0.000,0.293,0.000,0.136,0.187,0.000,0.000,0.000,0.348,0.074,0.245,0.000,0.000,0.000
