 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.678,0.060,0.057,0.071,0.493,0.059,0.492,0.447,0.324,0.091,0.033,0.034,0.200,0.632,0.056,0.072,0.083,0.071,0.000,0.103,0.500,0.359,0.225,0.011,0.197,0.045,0.051,0.107,0.515,0.160
model.000.01.pdb,0.116,0.771,0.561,0.000,0.099,0.611,0.143,0.039,0.000,0.350,0.460,0.725,0.013,0.113,0.197,0.183,0.230,0.630,0.239,0.603,0.067,0.073,0.011,0.048,0.079,0.780,0.549,0.053,0.111,0.063
model.000.02.pdb,0.122,0.723,0.518,0.000,0.091,0.596,0.167,0.040,0.000,0.328,0.397,0.714,0.013,0.118,0.169,0.155,0.164,0.680,0.197,0.589,0.070,0.076,0.011,0.037,0.054,0.771,0.562,0.041,0.116,0.039
model.000.03.pdb,0.397,0.046,0.080,0.147,0.582,0.045,0.205,0.548,0.192,0.036,0.065,0.022,0.087,0.520,0.000,0.000,0.110,0.056,0.047,0.042,0.700,0.652,0.530,0.069,0.086,0.033,0.037,0.075,0.514,0.111
model.000.04.pdb,0.280,0.000,0.000,0.286,0.333,0.000,0.100,0.507,0.338,0.000,0.000,0.000,0.246,0.286,0.014,0.000,0.000,0.000,0.064,0.011,0.391,0.451,0.397,0.160,0.188,0.000,0.000,0.159,0.333,0.183
model.000.05.pdb,0.048,0.583,0.429,0.033,0.022,0.660,0.082,0.010,0.000,0.440,0.482,0.681,0.029,0.031,0.280,0.292,0.119,0.519,0.276,0.500,0.036,0.033,0.000,0.054,0.106,0.633,0.373,0.092,0.034,0.087
model.000.06.pdb,0.135,0.259,0.222,0.000,0.035,0.250,0.288,0.011,0.056,0.533,0.194,0.333,0.078,0.157,0.386,0.372,0.033,0.407,0.060,0.620,0.024,0.046,0.000,0.000,0.148,0.400,0.218,0.079,0.128,0.108
model.000.07.pdb,0.164,0.047,0.029,0.000,0.051,0.095,0.321,0.060,0.150,0.286,0.088,0.077,0.167,0.184,0.375,0.395,0.000,0.129,0.032,0.316,0.054,0.037,0.000,0.000,0.164,0.109,0.017,0.069,0.139,0.158
model.000.08.pdb,0.054,0.031,0.014,0.102,0.025,0.113,0.061,0.085,0.232,0.340,0.175,0.094,0.370,0.034,0.618,0.514,0.000,0.077,0.102,0.190,0.026,0.012,0.000,0.095,0.488,0.092,0.000,0.292,0.025,0.404
model.000.09.pdb,0.712,0.059,0.068,0.100,0.544,0.070,0.409,0.534,0.333,0.049,0.043,0.045,0.178,0.687,0.013,0.027,0.067,0.057,0.011,0.065,0.554,0.403,0.250,0.034,0.192,0.044,0.050,0.118,0.544,0.187
model.000.10.pdb,0.010,0.162,0.139,0.304,0.031,0.313,0.000,0.080,0.128,0.155,0.453,0.271,0.123,0.019,0.104,0.108,0.086,0.085,0.680,0.119,0.043,0.095,0.079,0.571,0.122,0.125,0.096,0.328,0.063,0.197
model.000.11.pdb,0.024,0.587,0.540,0.000,0.060,0.500,0.041,0.033,0.000,0.255,0.356,0.551,0.015,0.032,0.151,0.135,0.260,0.520,0.224,0.446,0.077,0.071,0.025,0.027,0.061,0.571,0.489,0.046,0.023,0.029
model.000.12.pdb,0.028,0.050,0.031,0.042,0.000,0.140,0.138,0.024,0.102,0.439,0.167,0.119,0.204,0.062,0.645,0.633,0.000,0.138,0.089,0.291,0.000,0.013,0.000,0.032,0.304,0.136,0.018,0.184,0.026,0.265
model.000.13.pdb,0.733,0.069,0.078,0.081,0.543,0.044,0.524,0.438,0.319,0.060,0.042,0.055,0.187,0.785,0.025,0.039,0.122,0.116,0.011,0.135,0.444,0.370,0.226,0.022,0.184,0.078,0.101,0.100,0.636,0.165
model.000.14.pdb,0.094,0.414,0.303,0.000,0.043,0.448,0.214,0.010,0.037,0.592,0.369,0.518,0.083,0.117,0.429,0.417,0.075,0.491,0.194,0.765,0.033,0.042,0.000,0.037,0.162,0.536,0.333,0.100,0.102,0.125
model.000.15.pdb,0.468,0.097,0.140,0.113,0.721,0.051,0.250,0.531,0.182,0.032,0.048,0.040,0.101,0.562,0.000,0.000,0.227,0.117,0.010,0.068,0.712,0.600,0.455,0.040,0.100,0.104,0.129,0.066,0.519,0.110
model.000.16.pdb,0.770,0.054,0.086,0.091,0.600,0.031,0.515,0.506,0.303,0.045,0.051,0.042,0.177,0.791,0.012,0.025,0.130,0.099,0.022,0.105,0.459,0.386,0.244,0.042,0.175,0.074,0.096,0.122,0.647,0.171
model.000.17.pdb,0.023,0.242,0.174,0.143,0.022,0.411,0.013,0.042,0.026,0.197,0.585,0.333,0.028,0.031,0.102,0.125,0.117,0.111,0.744,0.149,0.060,0.056,0.074,0.362,0.057,0.157,0.127,0.200,0.070,0.086
model.000.18.pdb,0.012,0.267,0.194,0.145,0.022,0.529,0.000,0.021,0.040,0.333,0.694,0.436,0.059,0.031,0.208,0.216,0.100,0.197,0.644,0.235,0.024,0.033,0.012,0.300,0.123,0.250,0.148,0.224,0.046,0.154
model.000.19.pdb,0.164,0.340,0.315,0.000,0.093,0.190,0.346,0.011,0.015,0.260,0.088,0.273,0.016,0.184,0.122,0.128,0.140,0.489,0.000,0.531,0.040,0.037,0.000,0.000,0.000,0.392,0.386,0.000,0.171,0.000
model.000.20.pdb,0.084,0.612,0.566,0.000,0.080,0.446,0.155,0.031,0.000,0.293,0.344,0.577,0.000,0.097,0.155,0.140,0.232,0.640,0.167,0.582,0.059,0.066,0.023,0.038,0.027,0.660,0.553,0.028,0.093,0.013
model.000.21.pdb,0.013,0.327,0.500,0.000,0.081,0.175,0.015,0.012,0.000,0.034,0.161,0.236,0.000,0.023,0.000,0.000,0.618,0.259,0.145,0.177,0.101,0.064,0.071,0.015,0.000,0.278,0.372,0.000,0.013,0.000
model.000.22.pdb,0.435,0.000,0.000,0.140,0.310,0.000,0.286,0.429,0.509,0.014,0.012,0.000,0.345,0.443,0.065,0.032,0.000,0.013,0.000,0.049,0.271,0.263,0.143,0.039,0.293,0.000,0.000,0.177,0.388,0.222
model.000.23.pdb,0.129,0.604,0.483,0.000,0.099,0.500,0.189,0.029,0.000,0.446,0.353,0.630,0.025,0.125,0.281,0.268,0.172,0.660,0.169,0.691,0.055,0.051,0.000,0.024,0.108,0.745,0.549,0.067,0.111,0.091
model.000.24.pdb,0.405,0.099,0.143,0.160,0.716,0.062,0.226,0.544,0.200,0.011,0.049,0.040,0.129,0.482,0.000,0.000,0.200,0.096,0.021,0.029,0.734,0.616,0.486,0.062,0.090,0.083,0.106,0.105,0.494,0.138
model.000.25.pdb,0.470,0.075,0.125,0.106,0.554,0.100,0.236,0.440,0.158,0.038,0.069,0.072,0.093,0.493,0.000,0.000,0.134,0.072,0.000,0.056,0.702,0.552,0.433,0.011,0.107,0.059,0.067,0.052,0.507,0.090
model.000.26.pdb,0.092,0.647,0.600,0.000,0.100,0.509,0.160,0.029,0.000,0.356,0.319,0.611,0.013,0.103,0.200,0.186,0.276,0.776,0.188,0.614,0.080,0.062,0.011,0.012,0.066,0.725,0.560,0.053,0.088,0.037
