 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.464,0.217,0.065,0.222,0.329,0.013,0.578,0.118,0.036,0.444,0.269,0.033,0.027,0.290,0.025,0.103,0.082,0.066,0.270,0.048,0.554,0.460,0.061,0.071,0.074,0.078,0.036,0.500,0.103,0.406
model.000.01.pdb,0.130,0.077,0.000,0.000,0.169,0.319,0.087,0.044,0.286,0.351,0.076,0.127,0.000,0.320,0.153,0.091,0.000,0.092,0.015,0.423,0.130,0.013,0.058,0.101,0.000,0.122,0.000,0.171,0.356,0.407
model.000.02.pdb,0.125,0.074,0.660,0.200,0.012,0.016,0.154,0.138,0.000,0.039,0.104,0.064,0.571,0.000,0.183,0.042,0.421,0.246,0.150,0.000,0.111,0.157,0.226,0.068,0.434,0.147,0.415,0.049,0.000,0.000
model.000.03.pdb,0.389,0.297,0.153,0.333,0.215,0.027,0.562,0.312,0.024,0.406,0.400,0.011,0.070,0.254,0.052,0.090,0.167,0.185,0.339,0.024,0.695,0.517,0.162,0.023,0.147,0.032,0.062,0.532,0.057,0.271
model.000.04.pdb,0.057,0.169,0.379,0.131,0.035,0.193,0.069,0.305,0.200,0.037,0.100,0.229,0.131,0.000,0.574,0.013,0.424,0.508,0.014,0.176,0.069,0.077,0.411,0.302,0.436,0.328,0.130,0.048,0.031,0.012
model.000.05.pdb,0.154,0.000,0.692,0.119,0.012,0.000,0.139,0.042,0.014,0.000,0.042,0.092,0.650,0.000,0.127,0.056,0.350,0.194,0.190,0.000,0.071,0.174,0.134,0.097,0.310,0.178,0.500,0.037,0.000,0.000
model.000.06.pdb,0.656,0.120,0.112,0.222,0.426,0.013,0.603,0.104,0.062,0.247,0.181,0.056,0.085,0.311,0.012,0.211,0.108,0.054,0.404,0.035,0.403,0.484,0.036,0.047,0.061,0.066,0.103,0.352,0.136,0.250
model.000.07.pdb,0.049,0.030,0.377,0.016,0.025,0.070,0.049,0.111,0.183,0.000,0.000,0.295,0.216,0.000,0.340,0.044,0.400,0.367,0.000,0.090,0.024,0.069,0.263,0.339,0.333,0.414,0.268,0.000,0.000,0.000
model.000.08.pdb,0.500,0.160,0.019,0.087,0.446,0.062,0.405,0.080,0.103,0.384,0.173,0.106,0.024,0.364,0.011,0.231,0.041,0.059,0.200,0.101,0.423,0.275,0.043,0.064,0.010,0.081,0.043,0.395,0.181,0.471
model.000.09.pdb,0.074,0.061,0.635,0.125,0.012,0.051,0.048,0.127,0.059,0.000,0.029,0.127,0.400,0.000,0.308,0.000,0.592,0.361,0.065,0.028,0.024,0.114,0.281,0.134,0.490,0.203,0.263,0.025,0.000,0.000
