 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.444,0.567,0.211,0.016,0.259,0.030,0.052,0.028,0.372,0.594,0.000,0.032,0.264,0.058,0.000,0.265,0.073,0.061,0.234,0.243,0.073,0.203,0.056,0.062,0.042,0.514,0.292,0.093,0.160,0.000
model.000.01.pdb,0.107,0.000,0.101,0.000,0.132,0.000,0.646,0.022,0.132,0.000,0.143,0.783,0.149,0.011,0.103,0.159,0.638,0.129,0.188,0.049,0.604,0.127,0.562,0.024,0.661,0.000,0.096,0.354,0.267,0.000
model.000.02.pdb,0.000,0.045,0.011,0.239,0.000,0.400,0.024,0.371,0.000,0.057,0.013,0.048,0.000,0.600,0.255,0.000,0.025,0.000,0.052,0.045,0.025,0.000,0.013,0.673,0.032,0.086,0.012,0.000,0.066,0.213
model.000.03.pdb,0.588,0.145,0.466,0.038,0.680,0.063,0.283,0.060,0.705,0.175,0.167,0.231,0.627,0.000,0.000,0.660,0.250,0.388,0.121,0.148,0.293,0.554,0.304,0.012,0.300,0.150,0.592,0.400,0.121,0.000
model.000.04.pdb,0.577,0.103,0.720,0.093,0.700,0.076,0.200,0.059,0.617,0.133,0.291,0.157,0.826,0.023,0.000,0.717,0.169,0.605,0.056,0.086,0.206,0.760,0.213,0.000,0.179,0.148,0.717,0.280,0.071,0.133
model.000.05.pdb,0.049,0.136,0.085,0.288,0.048,0.517,0.000,0.409,0.026,0.183,0.000,0.000,0.036,0.722,0.138,0.038,0.000,0.029,0.054,0.065,0.013,0.046,0.000,0.561,0.000,0.281,0.025,0.000,0.026,0.268
model.000.06.pdb,0.203,0.262,0.087,0.000,0.121,0.028,0.175,0.013,0.140,0.295,0.000,0.148,0.123,0.082,0.106,0.097,0.182,0.018,0.561,0.677,0.182,0.085,0.145,0.103,0.110,0.157,0.133,0.233,0.422,0.018
model.000.07.pdb,0.596,0.066,0.706,0.092,0.792,0.117,0.234,0.110,0.604,0.095,0.241,0.188,0.809,0.034,0.000,0.702,0.203,0.591,0.056,0.085,0.242,0.780,0.250,0.000,0.208,0.127,0.702,0.327,0.070,0.113
model.000.08.pdb,0.141,0.212,0.049,0.013,0.077,0.077,0.167,0.047,0.103,0.264,0.000,0.143,0.078,0.156,0.265,0.054,0.190,0.000,0.609,0.476,0.119,0.048,0.090,0.164,0.083,0.150,0.083,0.145,0.510,0.015
model.000.09.pdb,0.024,0.000,0.141,0.491,0.060,0.571,0.000,0.603,0.013,0.014,0.088,0.000,0.048,0.476,0.158,0.025,0.000,0.043,0.013,0.015,0.013,0.110,0.013,0.391,0.022,0.074,0.025,0.000,0.040,0.449
