 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.022,0.250,0.475,0.193,0.000,0.288,0.057,0.434,0.085,0.079,0.206,0.104,0.214,0.000,0.553,0.000,0.537,0.692,0.014,0.113,0.108,0.064,0.625,0.125,0.660,0.173,0.116,0.087,0.000,0.038
model.000.01.pdb,0.000,0.425,0.075,0.111,0.000,0.441,0.000,0.381,0.073,0.185,0.318,0.000,0.000,0.000,0.279,0.000,0.102,0.373,0.000,0.173,0.156,0.032,0.333,0.016,0.132,0.014,0.000,0.190,0.021,0.189
model.000.02.pdb,0.079,0.215,0.649,0.333,0.000,0.109,0.143,0.333,0.066,0.089,0.212,0.085,0.286,0.000,0.375,0.000,0.642,0.460,0.087,0.051,0.157,0.208,0.464,0.118,0.673,0.150,0.191,0.138,0.000,0.012
model.000.03.pdb,0.508,0.172,0.169,0.333,0.189,0.000,0.586,0.134,0.000,0.188,0.226,0.000,0.214,0.183,0.014,0.167,0.122,0.060,0.690,0.000,0.508,0.627,0.040,0.038,0.099,0.048,0.203,0.338,0.031,0.125
model.000.04.pdb,0.044,0.200,0.603,0.246,0.022,0.148,0.092,0.362,0.081,0.062,0.145,0.114,0.246,0.000,0.434,0.000,0.720,0.596,0.014,0.079,0.105,0.132,0.528,0.151,0.723,0.197,0.143,0.084,0.000,0.000
model.000.05.pdb,0.484,0.219,0.107,0.392,0.300,0.014,0.727,0.197,0.026,0.393,0.317,0.011,0.060,0.298,0.027,0.127,0.132,0.096,0.370,0.012,0.638,0.564,0.095,0.050,0.141,0.046,0.053,0.500,0.095,0.273
model.000.06.pdb,0.035,0.014,0.211,0.000,0.037,0.105,0.035,0.043,0.460,0.013,0.000,0.588,0.143,0.031,0.232,0.058,0.145,0.167,0.000,0.293,0.000,0.039,0.104,0.638,0.138,0.714,0.259,0.000,0.170,0.013
model.000.07.pdb,0.538,0.203,0.126,0.310,0.315,0.000,0.695,0.167,0.024,0.304,0.254,0.057,0.118,0.254,0.025,0.181,0.110,0.079,0.386,0.000,0.538,0.517,0.075,0.047,0.117,0.079,0.104,0.439,0.072,0.236
model.000.08.pdb,0.024,0.211,0.500,0.148,0.000,0.220,0.036,0.373,0.076,0.027,0.129,0.113,0.216,0.000,0.523,0.000,0.540,0.608,0.000,0.074,0.075,0.041,0.565,0.136,0.636,0.206,0.127,0.066,0.000,0.014
model.000.09.pdb,0.000,0.452,0.101,0.149,0.000,0.472,0.013,0.442,0.086,0.214,0.378,0.014,0.000,0.000,0.311,0.000,0.131,0.396,0.000,0.182,0.182,0.045,0.391,0.031,0.164,0.028,0.000,0.197,0.020,0.196
model.000.10.pdb,0.141,0.000,0.463,0.075,0.013,0.000,0.110,0.000,0.015,0.000,0.000,0.057,0.541,0.000,0.051,0.119,0.200,0.069,0.250,0.000,0.038,0.108,0.047,0.077,0.175,0.149,0.650,0.013,0.000,0.000
model.000.11.pdb,0.058,0.000,0.156,0.000,0.074,0.082,0.046,0.027,0.520,0.013,0.000,0.750,0.098,0.029,0.200,0.118,0.123,0.145,0.000,0.300,0.000,0.038,0.085,0.600,0.100,0.611,0.246,0.000,0.204,0.013
model.000.12.pdb,0.044,0.167,0.643,0.250,0.011,0.150,0.068,0.322,0.097,0.037,0.130,0.130,0.273,0.000,0.442,0.000,0.735,0.607,0.028,0.080,0.080,0.118,0.509,0.153,0.702,0.216,0.145,0.072,0.000,0.000
model.000.13.pdb,0.389,0.361,0.021,0.206,0.315,0.056,0.449,0.217,0.037,0.552,0.377,0.045,0.000,0.339,0.000,0.164,0.034,0.079,0.234,0.048,0.587,0.338,0.103,0.023,0.049,0.032,0.012,0.696,0.121,0.508
model.000.14.pdb,0.141,0.037,0.000,0.000,0.211,0.067,0.074,0.000,0.261,0.189,0.000,0.138,0.000,0.444,0.000,0.184,0.000,0.000,0.000,0.277,0.090,0.000,0.000,0.088,0.000,0.113,0.000,0.115,0.741,0.216
model.000.15.pdb,0.023,0.180,0.611,0.250,0.000,0.123,0.060,0.327,0.057,0.039,0.141,0.123,0.250,0.000,0.429,0.000,0.633,0.518,0.000,0.041,0.085,0.081,0.442,0.147,0.744,0.214,0.175,0.063,0.000,0.000
model.000.16.pdb,0.049,0.015,0.167,0.000,0.051,0.109,0.024,0.061,0.543,0.000,0.000,0.612,0.069,0.032,0.218,0.092,0.132,0.155,0.000,0.352,0.000,0.027,0.108,0.667,0.108,0.640,0.183,0.000,0.200,0.014
model.000.17.pdb,0.026,0.088,0.571,0.250,0.000,0.019,0.082,0.145,0.016,0.045,0.125,0.075,0.410,0.000,0.224,0.000,0.489,0.316,0.036,0.000,0.068,0.111,0.250,0.062,0.548,0.136,0.231,0.042,0.000,0.000
model.000.18.pdb,0.037,0.079,0.037,0.000,0.013,0.463,0.000,0.150,0.458,0.154,0.062,0.300,0.000,0.085,0.294,0.014,0.041,0.191,0.000,0.714,0.037,0.000,0.164,0.298,0.060,0.328,0.000,0.039,0.255,0.175
model.000.19.pdb,0.014,0.037,0.060,0.000,0.015,0.500,0.000,0.163,0.289,0.189,0.036,0.158,0.000,0.061,0.317,0.000,0.067,0.190,0.000,0.463,0.028,0.000,0.180,0.170,0.073,0.190,0.000,0.030,0.093,0.170
model.000.20.pdb,0.049,0.015,0.217,0.000,0.051,0.109,0.049,0.061,0.392,0.000,0.000,0.519,0.127,0.000,0.264,0.076,0.167,0.188,0.000,0.259,0.000,0.055,0.125,0.705,0.143,0.708,0.246,0.000,0.111,0.000
model.000.21.pdb,0.089,0.174,0.745,0.276,0.011,0.106,0.140,0.302,0.064,0.060,0.155,0.110,0.370,0.000,0.362,0.000,0.679,0.492,0.100,0.049,0.126,0.171,0.424,0.130,0.680,0.190,0.239,0.081,0.000,0.000
model.000.22.pdb,0.037,0.015,0.224,0.000,0.039,0.073,0.050,0.046,0.327,0.000,0.000,0.453,0.154,0.016,0.226,0.078,0.154,0.176,0.033,0.183,0.012,0.056,0.111,0.553,0.148,0.633,0.327,0.000,0.074,0.000
model.000.23.pdb,0.391,0.215,0.000,0.091,0.373,0.029,0.315,0.127,0.038,0.433,0.231,0.060,0.000,0.415,0.000,0.246,0.000,0.057,0.210,0.064,0.433,0.243,0.051,0.024,0.000,0.034,0.038,0.468,0.129,0.518
model.000.24.pdb,0.085,0.000,0.176,0.000,0.153,0.055,0.074,0.036,0.338,0.000,0.000,0.532,0.130,0.052,0.203,0.130,0.177,0.181,0.025,0.219,0.030,0.069,0.100,0.542,0.128,0.581,0.279,0.000,0.118,0.000
model.000.25.pdb,0.013,0.703,0.114,0.302,0.000,0.310,0.096,0.600,0.032,0.321,0.561,0.000,0.000,0.017,0.245,0.000,0.164,0.382,0.054,0.098,0.311,0.127,0.435,0.015,0.222,0.013,0.000,0.339,0.000,0.190
model.000.26.pdb,0.035,0.180,0.582,0.250,0.012,0.164,0.085,0.352,0.072,0.053,0.123,0.093,0.275,0.000,0.489,0.000,0.667,0.545,0.030,0.070,0.072,0.096,0.562,0.114,0.786,0.164,0.121,0.050,0.000,0.013
model.000.27.pdb,0.014,0.018,0.263,0.000,0.014,0.140,0.000,0.074,0.255,0.000,0.000,0.314,0.163,0.000,0.341,0.000,0.204,0.228,0.000,0.220,0.000,0.000,0.154,0.400,0.200,0.429,0.157,0.000,0.043,0.000
model.000.28.pdb,0.062,0.030,0.051,0.000,0.080,0.364,0.012,0.113,0.628,0.103,0.015,0.368,0.000,0.143,0.269,0.045,0.056,0.141,0.000,0.800,0.024,0.000,0.145,0.345,0.060,0.373,0.000,0.026,0.405,0.104
model.000.29.pdb,0.322,0.173,0.169,0.350,0.121,0.000,0.472,0.127,0.000,0.193,0.240,0.000,0.174,0.188,0.000,0.125,0.131,0.042,0.583,0.000,0.393,0.500,0.049,0.000,0.123,0.000,0.105,0.352,0.040,0.117
