 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.342,0.083,0.118,0.164,0.631,0.045,0.160,0.527,0.208,0.036,0.065,0.033,0.115,0.481,0.000,0.000,0.191,0.068,0.023,0.021,0.729,0.627,0.507,0.069,0.100,0.067,0.062,0.089,0.452,0.139
model.000.01.pdb,0.349,0.088,0.099,0.000,0.141,0.086,0.571,0.116,0.134,0.207,0.066,0.100,0.094,0.347,0.216,0.224,0.049,0.222,0.014,0.302,0.104,0.108,0.024,0.000,0.109,0.164,0.097,0.015,0.271,0.090
model.000.02.pdb,0.075,0.648,0.722,0.000,0.118,0.468,0.150,0.028,0.000,0.269,0.333,0.614,0.012,0.098,0.149,0.154,0.411,0.643,0.208,0.516,0.111,0.070,0.053,0.034,0.049,0.722,0.566,0.037,0.061,0.023
model.000.03.pdb,0.279,0.196,0.203,0.000,0.242,0.078,0.489,0.072,0.030,0.105,0.014,0.148,0.000,0.286,0.038,0.039,0.213,0.346,0.000,0.293,0.130,0.118,0.041,0.000,0.000,0.268,0.298,0.000,0.281,0.000
model.000.04.pdb,0.241,0.024,0.011,0.213,0.397,0.023,0.059,0.473,0.236,0.012,0.068,0.011,0.137,0.310,0.000,0.000,0.000,0.000,0.062,0.000,0.400,0.615,0.516,0.171,0.105,0.011,0.000,0.079,0.342,0.117
model.000.05.pdb,0.027,0.031,0.014,0.082,0.013,0.115,0.078,0.060,0.172,0.378,0.159,0.095,0.319,0.035,0.688,0.576,0.000,0.095,0.085,0.233,0.013,0.012,0.000,0.079,0.432,0.111,0.000,0.245,0.013,0.354
model.000.06.pdb,0.478,0.096,0.159,0.068,0.656,0.057,0.324,0.412,0.163,0.036,0.065,0.068,0.074,0.562,0.000,0.000,0.227,0.146,0.023,0.088,0.594,0.493,0.347,0.022,0.086,0.118,0.149,0.049,0.631,0.098
model.000.07.pdb,0.229,0.172,0.162,0.000,0.125,0.167,0.444,0.032,0.085,0.392,0.139,0.219,0.076,0.241,0.340,0.326,0.048,0.345,0.058,0.509,0.062,0.069,0.000,0.000,0.143,0.295,0.150,0.061,0.233,0.088
model.000.08.pdb,0.024,0.056,0.013,0.432,0.058,0.164,0.000,0.114,0.238,0.220,0.297,0.113,0.286,0.031,0.280,0.240,0.000,0.053,0.396,0.077,0.048,0.056,0.049,0.529,0.304,0.053,0.014,0.651,0.046,0.415
model.000.09.pdb,0.614,0.025,0.049,0.115,0.315,0.012,0.448,0.355,0.482,0.069,0.011,0.024,0.328,0.507,0.095,0.063,0.044,0.091,0.000,0.127,0.260,0.193,0.096,0.037,0.300,0.049,0.071,0.206,0.433,0.250
