 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.226,0.333,0.118,0.474,0.148,0.101,0.149,0.274,0.233,0.321,0.067,0.267,0.483,0.000,0.068,0.206,0.192,0.588,0.097,0.141,0.045,0.000,0.397,0.203,0.039,0.121,0.117,0.371,0.440,0.458
model.000.01.pdb,0.024,0.206,0.024,0.080,0.013,0.479,0.422,0.023,0.024,0.077,0.325,0.303,0.138,0.026,0.011,0.509,0.617,0.230,0.000,0.478,0.026,0.163,0.011,0.038,0.011,0.012,0.412,0.092,0.108,0.111
model.000.02.pdb,0.605,0.121,0.302,0.426,0.235,0.000,0.010,0.636,0.396,0.457,0.000,0.045,0.323,0.069,0.263,0.000,0.000,0.254,0.263,0.012,0.088,0.013,0.451,0.280,0.385,0.367,0.000,0.200,0.300,0.212
model.000.03.pdb,0.288,0.033,0.196,0.471,0.070,0.035,0.053,0.556,0.711,0.182,0.024,0.000,0.404,0.053,0.167,0.015,0.013,0.143,0.148,0.053,0.000,0.028,0.500,0.088,0.321,0.250,0.041,0.333,0.105,0.070
model.000.04.pdb,0.353,0.250,0.643,0.085,0.658,0.138,0.098,0.220,0.136,0.367,0.171,0.150,0.065,0.000,0.385,0.000,0.053,0.138,0.674,0.123,0.590,0.056,0.233,0.561,0.125,0.595,0.013,0.040,0.275,0.312
model.000.05.pdb,0.092,0.000,0.092,0.145,0.000,0.033,0.108,0.156,0.150,0.030,0.110,0.000,0.091,0.600,0.175,0.000,0.000,0.000,0.121,0.012,0.000,0.300,0.101,0.000,0.510,0.131,0.052,0.111,0.000,0.000
model.000.06.pdb,0.500,0.076,0.471,0.258,0.232,0.021,0.059,0.472,0.327,0.352,0.067,0.014,0.189,0.133,0.472,0.000,0.000,0.127,0.418,0.023,0.133,0.108,0.311,0.250,0.560,0.553,0.012,0.105,0.183,0.131
model.000.07.pdb,0.276,0.373,0.175,0.367,0.193,0.055,0.104,0.242,0.180,0.412,0.022,0.298,0.338,0.000,0.085,0.175,0.118,0.681,0.132,0.115,0.081,0.000,0.362,0.278,0.069,0.161,0.012,0.297,0.556,0.511
model.000.08.pdb,0.327,0.383,0.232,0.375,0.260,0.058,0.098,0.309,0.218,0.523,0.023,0.255,0.323,0.000,0.108,0.062,0.111,0.609,0.161,0.108,0.127,0.000,0.451,0.362,0.075,0.218,0.026,0.279,0.711,0.658
model.000.09.pdb,0.000,0.000,0.000,0.013,0.000,0.301,0.364,0.013,0.014,0.000,0.388,0.043,0.036,0.375,0.134,0.058,0.105,0.013,0.056,0.194,0.031,0.739,0.000,0.000,0.118,0.000,0.297,0.051,0.000,0.000
model.000.10.pdb,0.531,0.109,0.596,0.186,0.353,0.066,0.081,0.393,0.237,0.352,0.105,0.014,0.143,0.079,0.529,0.000,0.000,0.111,0.592,0.048,0.236,0.093,0.250,0.346,0.393,0.659,0.012,0.077,0.183,0.169
model.000.11.pdb,0.682,0.094,0.423,0.302,0.283,0.021,0.019,0.604,0.358,0.469,0.056,0.028,0.261,0.031,0.400,0.000,0.000,0.215,0.375,0.024,0.136,0.052,0.463,0.278,0.426,0.500,0.012,0.186,0.296,0.193
model.000.12.pdb,0.314,0.432,0.457,0.119,0.694,0.099,0.088,0.207,0.102,0.413,0.074,0.196,0.096,0.000,0.207,0.015,0.083,0.263,0.400,0.111,0.579,0.014,0.241,0.722,0.061,0.383,0.000,0.056,0.400,0.419
model.000.13.pdb,0.057,0.000,0.028,0.000,0.000,0.315,0.413,0.000,0.000,0.029,0.403,0.042,0.012,0.340,0.203,0.057,0.090,0.013,0.085,0.176,0.015,0.761,0.000,0.000,0.132,0.043,0.312,0.037,0.000,0.000
model.000.14.pdb,0.413,0.298,0.548,0.123,0.788,0.074,0.078,0.283,0.125,0.465,0.076,0.161,0.099,0.000,0.259,0.000,0.027,0.228,0.478,0.083,0.487,0.000,0.273,0.667,0.097,0.465,0.000,0.072,0.386,0.405
model.000.15.pdb,0.212,0.520,0.231,0.313,0.276,0.121,0.167,0.186,0.130,0.418,0.053,0.404,0.292,0.000,0.078,0.159,0.213,0.771,0.137,0.192,0.177,0.012,0.328,0.339,0.037,0.200,0.071,0.254,0.617,0.609
model.000.16.pdb,0.220,0.188,0.419,0.015,0.618,0.137,0.094,0.123,0.035,0.229,0.174,0.151,0.014,0.000,0.280,0.000,0.029,0.082,0.561,0.138,0.636,0.046,0.119,0.436,0.049,0.372,0.014,0.000,0.213,0.250
model.000.17.pdb,0.026,0.070,0.026,0.023,0.000,0.522,0.493,0.012,0.013,0.013,0.515,0.127,0.081,0.123,0.169,0.231,0.319,0.090,0.092,0.348,0.028,0.475,0.012,0.000,0.025,0.040,0.552,0.047,0.041,0.042
model.000.18.pdb,0.469,0.030,0.440,0.143,0.222,0.056,0.083,0.316,0.207,0.296,0.122,0.000,0.104,0.102,0.667,0.000,0.000,0.069,0.500,0.024,0.161,0.179,0.203,0.218,0.415,0.522,0.025,0.052,0.115,0.082
model.000.19.pdb,0.143,0.056,0.053,0.517,0.028,0.030,0.057,0.277,0.345,0.114,0.010,0.096,0.550,0.043,0.025,0.231,0.123,0.269,0.037,0.057,0.000,0.000,0.349,0.027,0.107,0.054,0.111,0.589,0.152,0.121
model.000.20.pdb,0.044,0.111,0.106,0.041,0.086,0.634,0.636,0.032,0.034,0.022,0.727,0.221,0.070,0.145,0.212,0.175,0.280,0.076,0.183,0.486,0.130,0.485,0.021,0.047,0.090,0.082,0.368,0.040,0.034,0.060
model.000.21.pdb,0.108,0.000,0.059,0.176,0.000,0.033,0.095,0.172,0.207,0.029,0.095,0.000,0.118,0.625,0.119,0.000,0.000,0.000,0.056,0.012,0.000,0.254,0.149,0.000,0.531,0.094,0.051,0.157,0.000,0.000
model.000.22.pdb,0.216,0.184,0.378,0.000,0.556,0.135,0.093,0.121,0.034,0.200,0.155,0.127,0.000,0.000,0.250,0.000,0.043,0.063,0.512,0.119,0.719,0.030,0.117,0.390,0.066,0.364,0.000,0.000,0.160,0.191
model.000.23.pdb,0.446,0.041,0.373,0.203,0.190,0.051,0.097,0.400,0.274,0.274,0.098,0.000,0.146,0.213,0.556,0.000,0.000,0.075,0.424,0.022,0.121,0.205,0.246,0.188,0.615,0.463,0.022,0.084,0.116,0.087
model.000.24.pdb,0.047,0.340,0.031,0.172,0.052,0.127,0.151,0.045,0.016,0.102,0.074,0.396,0.176,0.000,0.000,0.340,0.300,0.440,0.000,0.231,0.091,0.000,0.059,0.069,0.000,0.000,0.100,0.188,0.235,0.220
model.000.25.pdb,0.167,0.639,0.286,0.127,0.425,0.104,0.118,0.138,0.089,0.386,0.037,0.286,0.118,0.000,0.100,0.050,0.175,0.388,0.200,0.169,0.333,0.000,0.236,0.487,0.031,0.245,0.014,0.075,0.553,0.629
model.000.26.pdb,0.000,0.081,0.000,0.013,0.000,0.292,0.355,0.000,0.030,0.000,0.319,0.145,0.024,0.255,0.028,0.183,0.262,0.101,0.014,0.217,0.000,0.444,0.000,0.000,0.072,0.000,0.397,0.081,0.031,0.032
model.000.27.pdb,0.407,0.200,0.652,0.183,0.400,0.054,0.080,0.339,0.213,0.396,0.079,0.056,0.141,0.078,0.436,0.000,0.024,0.141,0.549,0.047,0.302,0.078,0.306,0.420,0.339,0.721,0.000,0.062,0.263,0.250
model.000.28.pdb,0.302,0.016,0.327,0.132,0.145,0.046,0.086,0.241,0.175,0.218,0.099,0.000,0.079,0.192,0.500,0.000,0.000,0.042,0.358,0.025,0.088,0.206,0.121,0.143,0.500,0.396,0.013,0.026,0.048,0.033
model.000.29.pdb,0.471,0.127,0.630,0.186,0.380,0.043,0.081,0.345,0.217,0.352,0.092,0.042,0.128,0.097,0.472,0.000,0.000,0.111,0.560,0.035,0.283,0.079,0.250,0.373,0.393,0.659,0.000,0.063,0.203,0.190
