 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.037,0.000,0.532,0.093,0.119,0.565,0.078,0.236,0.045,0.302,0.340,0.105,0.000,0.206,0.000,0.082,0.537,0.210,0.000,0.268,0.000,0.015,0.000,0.000,0.034,0.183,0.076,0.000,0.217,0.026
model.000.01.pdb,0.072,0.000,0.444,0.143,0.473,0.345,0.060,0.370,0.010,0.562,0.571,0.034,0.241,0.745,0.245,0.021,0.190,0.620,0.000,0.262,0.185,0.451,0.000,0.000,0.115,0.047,0.571,0.237,0.215,0.000
model.000.02.pdb,0.492,0.107,0.178,0.455,0.011,0.194,0.590,0.012,0.390,0.064,0.090,0.581,0.000,0.111,0.000,0.493,0.328,0.023,0.127,0.024,0.076,0.025,0.088,0.080,0.438,0.719,0.049,0.110,0.012,0.333
model.000.03.pdb,0.033,0.110,0.105,0.011,0.243,0.135,0.044,0.270,0.094,0.157,0.137,0.067,0.106,0.048,0.043,0.118,0.056,0.192,0.145,0.361,0.000,0.053,0.358,0.295,0.020,0.043,0.107,0.000,0.417,0.047
model.000.04.pdb,0.071,0.086,0.274,0.156,0.390,0.197,0.059,0.316,0.042,0.357,0.368,0.022,0.447,0.509,0.457,0.031,0.061,0.439,0.065,0.200,0.322,0.667,0.000,0.042,0.140,0.046,0.500,0.370,0.176,0.024
model.000.05.pdb,0.093,0.000,0.340,0.174,0.345,0.224,0.108,0.218,0.011,0.417,0.429,0.051,0.224,0.744,0.229,0.022,0.170,0.451,0.000,0.148,0.207,0.426,0.000,0.000,0.139,0.078,0.489,0.269,0.108,0.000
model.000.06.pdb,0.022,0.095,0.105,0.000,0.279,0.135,0.033,0.290,0.071,0.157,0.137,0.043,0.141,0.060,0.059,0.072,0.056,0.208,0.130,0.383,0.000,0.067,0.263,0.254,0.010,0.021,0.122,0.000,0.466,0.023
model.000.07.pdb,0.104,0.364,0.000,0.058,0.000,0.000,0.138,0.000,0.183,0.000,0.000,0.136,0.020,0.000,0.000,0.137,0.000,0.000,0.347,0.051,0.000,0.000,0.700,0.611,0.093,0.087,0.000,0.000,0.032,0.211
model.000.08.pdb,0.036,0.220,0.000,0.024,0.099,0.000,0.062,0.109,0.091,0.014,0.000,0.061,0.103,0.000,0.016,0.080,0.000,0.054,0.258,0.156,0.000,0.000,0.500,0.458,0.033,0.036,0.028,0.000,0.226,0.066
model.000.09.pdb,0.027,0.216,0.016,0.042,0.214,0.000,0.000,0.089,0.062,0.069,0.049,0.000,0.588,0.131,0.606,0.000,0.000,0.115,0.193,0.085,0.391,0.419,0.000,0.132,0.091,0.000,0.306,0.429,0.119,0.092
model.000.10.pdb,0.361,0.232,0.000,0.262,0.000,0.000,0.431,0.000,0.476,0.000,0.000,0.448,0.000,0.013,0.034,0.508,0.000,0.000,0.250,0.000,0.092,0.015,0.250,0.218,0.319,0.355,0.000,0.081,0.000,0.529
model.000.11.pdb,0.382,0.138,0.033,0.351,0.032,0.044,0.500,0.023,0.494,0.011,0.011,0.582,0.000,0.021,0.012,0.629,0.090,0.010,0.169,0.000,0.057,0.000,0.171,0.156,0.378,0.493,0.000,0.060,0.022,0.449
model.000.12.pdb,0.023,0.071,0.147,0.000,0.350,0.182,0.011,0.396,0.031,0.210,0.167,0.034,0.175,0.093,0.100,0.043,0.113,0.286,0.095,0.571,0.000,0.104,0.179,0.217,0.000,0.034,0.167,0.000,0.580,0.012
model.000.13.pdb,0.068,0.026,0.431,0.148,0.593,0.361,0.056,0.463,0.020,0.600,0.577,0.033,0.241,0.642,0.246,0.020,0.175,0.654,0.000,0.367,0.188,0.463,0.000,0.013,0.133,0.044,0.640,0.238,0.333,0.011
model.000.14.pdb,0.072,0.017,0.145,0.197,0.269,0.050,0.072,0.093,0.012,0.111,0.170,0.027,0.268,0.396,0.275,0.012,0.080,0.269,0.031,0.069,0.378,0.475,0.000,0.018,0.188,0.042,0.378,0.487,0.049,0.045
model.000.15.pdb,0.054,0.037,0.365,0.091,0.648,0.344,0.043,0.608,0.029,0.537,0.491,0.021,0.293,0.500,0.233,0.019,0.149,0.679,0.023,0.491,0.104,0.367,0.042,0.066,0.082,0.032,0.491,0.141,0.475,0.011
model.000.16.pdb,0.035,0.056,0.130,0.011,0.373,0.164,0.023,0.423,0.031,0.210,0.149,0.047,0.196,0.108,0.138,0.032,0.095,0.306,0.066,0.638,0.013,0.138,0.179,0.177,0.000,0.047,0.203,0.014,0.580,0.012
model.000.17.pdb,0.081,0.039,0.390,0.150,0.574,0.302,0.069,0.368,0.010,0.519,0.500,0.044,0.291,0.686,0.296,0.020,0.159,0.604,0.012,0.286,0.209,0.500,0.000,0.027,0.122,0.056,0.653,0.262,0.297,0.000
model.000.18.pdb,0.026,0.000,0.675,0.149,0.186,0.489,0.083,0.167,0.011,0.422,0.571,0.013,0.018,0.449,0.019,0.048,0.381,0.321,0.000,0.119,0.100,0.167,0.000,0.000,0.089,0.068,0.269,0.127,0.115,0.000
model.000.19.pdb,0.037,0.000,0.609,0.135,0.328,0.510,0.062,0.346,0.011,0.614,0.738,0.000,0.105,0.592,0.107,0.033,0.275,0.540,0.000,0.217,0.123,0.273,0.000,0.000,0.094,0.049,0.404,0.169,0.172,0.000
model.000.20.pdb,0.000,0.108,0.136,0.000,0.345,0.172,0.000,0.392,0.032,0.200,0.156,0.000,0.208,0.082,0.105,0.022,0.082,0.258,0.114,0.510,0.000,0.109,0.189,0.228,0.000,0.024,0.175,0.000,0.551,0.000
model.000.21.pdb,0.515,0.103,0.156,0.597,0.045,0.113,0.538,0.024,0.410,0.062,0.100,0.464,0.013,0.163,0.027,0.434,0.212,0.070,0.179,0.000,0.239,0.090,0.085,0.077,0.662,0.554,0.086,0.292,0.023,0.397
model.000.22.pdb,0.065,0.063,0.359,0.102,0.636,0.359,0.077,0.509,0.038,0.615,0.509,0.042,0.333,0.542,0.271,0.049,0.114,0.636,0.034,0.344,0.117,0.361,0.027,0.079,0.082,0.065,0.509,0.139,0.419,0.000
model.000.23.pdb,0.068,0.039,0.361,0.163,0.458,0.277,0.056,0.362,0.030,0.455,0.464,0.033,0.358,0.642,0.365,0.030,0.121,0.564,0.036,0.242,0.302,0.612,0.000,0.026,0.159,0.044,0.577,0.368,0.235,0.023
model.000.24.pdb,0.011,0.068,0.141,0.000,0.292,0.174,0.011,0.305,0.030,0.200,0.159,0.022,0.111,0.076,0.062,0.063,0.091,0.235,0.077,0.455,0.000,0.069,0.255,0.206,0.000,0.033,0.127,0.000,0.439,0.000
