 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.700,0.205,0.071,0.683,0.068,0.046,0.437,0.036,0.514,0.048,0.084,0.373,0.000,0.131,0.053,0.388,0.093,0.093,0.306,0.011,0.304,0.087,0.068,0.089,0.719,0.471,0.084,0.284,0.011,0.516
model.000.01.pdb,0.050,0.129,0.123,0.137,0.407,0.074,0.024,0.232,0.056,0.228,0.180,0.024,0.550,0.328,0.649,0.022,0.000,0.288,0.118,0.180,0.412,0.683,0.000,0.046,0.150,0.012,0.469,0.417,0.156,0.082
model.000.02.pdb,0.024,0.092,0.138,0.077,0.638,0.088,0.012,0.346,0.022,0.291,0.197,0.024,0.615,0.345,0.476,0.011,0.000,0.375,0.069,0.281,0.237,0.591,0.033,0.113,0.094,0.012,0.553,0.278,0.339,0.026
model.000.03.pdb,0.086,0.000,0.711,0.145,0.212,0.791,0.128,0.304,0.043,0.542,0.652,0.072,0.031,0.421,0.032,0.078,0.447,0.429,0.000,0.206,0.027,0.123,0.000,0.000,0.067,0.171,0.206,0.059,0.200,0.000
model.000.04.pdb,0.037,0.000,0.738,0.122,0.188,0.780,0.077,0.232,0.022,0.429,0.600,0.049,0.016,0.351,0.017,0.045,0.524,0.310,0.000,0.241,0.029,0.113,0.000,0.000,0.045,0.149,0.241,0.046,0.213,0.000
model.000.05.pdb,0.463,0.312,0.012,0.293,0.011,0.012,0.420,0.025,0.742,0.012,0.012,0.478,0.013,0.022,0.042,0.529,0.026,0.011,0.324,0.012,0.089,0.012,0.190,0.206,0.377,0.394,0.012,0.038,0.035,0.550
model.000.06.pdb,0.052,0.218,0.000,0.039,0.043,0.000,0.110,0.031,0.138,0.000,0.000,0.108,0.054,0.000,0.000,0.154,0.000,0.014,0.237,0.078,0.000,0.000,0.758,0.512,0.047,0.051,0.000,0.000,0.109,0.118
model.000.07.pdb,0.061,0.000,0.462,0.147,0.411,0.333,0.074,0.309,0.010,0.521,0.562,0.035,0.204,0.778,0.208,0.011,0.264,0.519,0.000,0.230,0.172,0.385,0.000,0.000,0.131,0.048,0.471,0.224,0.185,0.012
model.000.08.pdb,0.123,0.540,0.000,0.059,0.107,0.000,0.110,0.086,0.202,0.013,0.000,0.095,0.190,0.012,0.097,0.111,0.000,0.051,0.509,0.129,0.068,0.070,0.545,0.667,0.100,0.082,0.053,0.027,0.191,0.194
model.000.09.pdb,0.025,0.264,0.029,0.039,0.327,0.014,0.013,0.158,0.058,0.117,0.062,0.000,0.788,0.175,0.611,0.023,0.000,0.159,0.197,0.169,0.255,0.467,0.074,0.250,0.047,0.025,0.327,0.250,0.268,0.056
