 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.078,0.068,0.174,0.406,0.136,0.562,0.022,0.522,0.058,0.092,0.036,0.021,0.100,0.500,0.083,0.080,0.022,0.077,0.084,0.083,0.011,0.144,0.023,0.423,0.059,0.181,0.093,0.000,0.034,0.317
model.000.01.pdb,0.048,0.169,0.000,0.048,0.000,0.125,0.122,0.105,0.013,0.197,0.000,0.132,0.000,0.284,0.388,0.000,0.141,0.000,0.404,0.259,0.080,0.000,0.053,0.319,0.090,0.119,0.000,0.045,0.356,0.058
model.000.02.pdb,0.373,0.033,0.491,0.209,0.448,0.120,0.149,0.156,0.364,0.047,0.522,0.096,0.456,0.035,0.000,0.444,0.071,0.659,0.000,0.000,0.136,0.582,0.159,0.000,0.167,0.095,0.472,0.145,0.000,0.196
model.000.03.pdb,0.551,0.289,0.333,0.013,0.411,0.053,0.220,0.037,0.522,0.319,0.000,0.190,0.418,0.037,0.000,0.377,0.250,0.167,0.278,0.267,0.250,0.344,0.214,0.013,0.194,0.306,0.460,0.318,0.255,0.016
model.000.04.pdb,0.042,0.038,0.120,0.375,0.097,0.545,0.033,0.486,0.022,0.049,0.023,0.032,0.086,0.529,0.159,0.055,0.033,0.036,0.070,0.067,0.033,0.094,0.034,0.515,0.058,0.115,0.055,0.013,0.057,0.308
model.000.05.pdb,0.230,0.000,0.317,0.190,0.322,0.054,0.183,0.107,0.232,0.000,0.684,0.121,0.351,0.000,0.000,0.333,0.095,0.476,0.000,0.000,0.169,0.397,0.196,0.000,0.164,0.000,0.286,0.188,0.000,0.130
model.000.06.pdb,0.500,0.065,0.571,0.091,0.642,0.101,0.290,0.095,0.500,0.077,0.304,0.239,0.686,0.034,0.000,0.620,0.219,0.578,0.041,0.032,0.279,0.636,0.310,0.000,0.253,0.125,0.588,0.320,0.055,0.111
model.000.07.pdb,0.158,0.207,0.227,0.239,0.167,0.379,0.000,0.315,0.139,0.254,0.027,0.000,0.154,0.477,0.078,0.133,0.000,0.103,0.066,0.062,0.000,0.160,0.000,0.373,0.010,0.382,0.118,0.000,0.013,0.233
model.000.08.pdb,0.351,0.035,0.328,0.027,0.404,0.026,0.460,0.049,0.420,0.050,0.200,0.382,0.436,0.000,0.000,0.451,0.365,0.280,0.077,0.074,0.511,0.383,0.500,0.013,0.450,0.032,0.345,0.405,0.094,0.000
model.000.09.pdb,0.540,0.073,0.653,0.085,0.702,0.096,0.159,0.090,0.578,0.086,0.294,0.134,0.756,0.024,0.000,0.682,0.109,0.641,0.000,0.018,0.145,0.694,0.169,0.000,0.160,0.121,0.721,0.204,0.014,0.105
