 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.056,0.075,0.512,0.027,0.217,0.167,0.149,0.155,0.197,0.012,0.491,0.000,0.254,0.057,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.119,0.125,0.000,0.226,0.000,0.565,0.047,0.000
model.000.01.pdb,0.041,0.421,0.147,0.340,0.491,0.717,0.226,0.071,0.217,0.288,0.100,0.491,0.164,0.090,0.077,0.013,0.245,0.519,0.473,0.051,0.000,0.388,0.532,0.021,0.014,0.640,0.054,0.099,0.118,0.087
model.000.02.pdb,0.104,0.000,0.012,0.129,0.071,0.101,0.400,0.650,0.000,0.011,0.352,0.192,0.000,0.069,0.493,0.062,0.000,0.036,0.060,0.098,0.087,0.000,0.013,0.507,0.125,0.034,0.000,0.365,0.392,0.037
model.000.03.pdb,0.064,0.176,0.400,0.149,0.011,0.076,0.000,0.032,0.411,0.379,0.011,0.123,0.014,0.596,0.051,0.355,0.047,0.024,0.012,0.128,0.197,0.014,0.147,0.109,0.362,0.189,0.000,0.105,0.020,0.066
model.000.04.pdb,0.147,0.547,0.162,0.180,0.627,0.509,0.149,0.057,0.213,0.246,0.113,0.303,0.413,0.036,0.065,0.068,0.476,0.633,0.673,0.137,0.000,0.643,0.460,0.010,0.028,0.456,0.250,0.053,0.143,0.246
model.000.05.pdb,0.029,0.345,0.076,0.208,0.562,0.600,0.302,0.105,0.138,0.182,0.125,0.368,0.163,0.026,0.110,0.014,0.227,0.600,0.542,0.056,0.000,0.419,0.383,0.023,0.015,0.531,0.040,0.092,0.143,0.079
model.000.06.pdb,0.092,0.208,0.448,0.149,0.011,0.104,0.000,0.021,0.411,0.400,0.000,0.123,0.045,0.596,0.040,0.333,0.063,0.037,0.012,0.158,0.141,0.014,0.147,0.097,0.339,0.189,0.000,0.105,0.010,0.095
model.000.07.pdb,0.240,0.000,0.145,0.000,0.000,0.000,0.000,0.070,0.055,0.029,0.074,0.000,0.021,0.129,0.153,0.500,0.000,0.000,0.000,0.288,0.677,0.000,0.000,0.157,0.526,0.000,0.023,0.000,0.111,0.132
model.000.08.pdb,0.156,0.099,0.339,0.000,0.000,0.000,0.000,0.035,0.228,0.188,0.024,0.000,0.017,0.390,0.067,0.531,0.018,0.013,0.000,0.234,0.333,0.000,0.030,0.134,0.522,0.039,0.000,0.056,0.034,0.125
model.000.09.pdb,0.333,0.333,0.182,0.000,0.353,0.138,0.016,0.040,0.071,0.108,0.087,0.029,0.821,0.014,0.024,0.161,0.655,0.347,0.417,0.255,0.059,0.486,0.180,0.000,0.091,0.131,0.484,0.000,0.123,0.442
