 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.231,0.000,0.045,0.444,0.213,0.061,0.021,0.017,0.594,0.000,0.000,0.103,0.255,0.289,0.241,0.143,0.283,0.019,0.091,0.109,0.014,0.259,0.380,0.063,0.000,0.000,0.462,0.164,0.000
model.000.01.pdb,0.000,0.000,0.096,0.203,0.050,0.000,0.171,0.417,0.333,0.167,0.222,0.151,0.137,0.000,0.030,0.046,0.107,0.012,0.000,0.000,0.159,0.133,0.057,0.035,0.132,0.092,0.043,0.152,0.000,0.013
model.000.02.pdb,0.605,0.339,0.239,0.110,0.169,0.236,0.110,0.000,0.000,0.000,0.000,0.046,0.154,0.333,0.132,0.277,0.136,0.295,0.600,0.511,0.143,0.162,0.254,0.270,0.147,0.042,0.016,0.015,0.415,0.286
model.000.03.pdb,0.024,0.057,0.493,0.043,0.081,0.076,0.021,0.100,0.035,0.068,0.365,0.385,0.011,0.054,0.085,0.042,0.022,0.067,0.025,0.035,0.000,0.561,0.052,0.066,0.011,0.179,0.080,0.164,0.034,0.328
model.000.04.pdb,0.071,0.155,0.400,0.020,0.181,0.184,0.010,0.065,0.022,0.091,0.230,0.329,0.000,0.159,0.206,0.105,0.010,0.161,0.117,0.120,0.000,0.565,0.116,0.186,0.000,0.115,0.049,0.250,0.102,0.382
model.000.05.pdb,0.100,0.056,0.645,0.087,0.056,0.087,0.053,0.162,0.071,0.000,0.467,0.549,0.033,0.053,0.053,0.052,0.033,0.054,0.078,0.059,0.022,0.500,0.062,0.053,0.043,0.324,0.186,0.036,0.056,0.444
model.000.06.pdb,0.543,0.375,0.181,0.137,0.219,0.250,0.137,0.000,0.000,0.000,0.000,0.033,0.185,0.390,0.069,0.371,0.167,0.328,0.535,0.553,0.175,0.100,0.365,0.302,0.176,0.041,0.015,0.000,0.540,0.213
model.000.07.pdb,0.000,0.314,0.000,0.123,0.388,0.304,0.159,0.040,0.143,0.385,0.000,0.012,0.196,0.309,0.209,0.364,0.218,0.365,0.018,0.125,0.231,0.013,0.434,0.358,0.129,0.000,0.000,0.200,0.241,0.016
model.000.08.pdb,0.122,0.035,0.590,0.056,0.023,0.051,0.033,0.138,0.049,0.000,0.456,0.567,0.035,0.033,0.028,0.021,0.047,0.045,0.013,0.000,0.000,0.471,0.043,0.033,0.011,0.369,0.182,0.051,0.023,0.387
model.000.09.pdb,0.000,0.214,0.000,0.000,0.380,0.245,0.000,0.000,0.000,0.528,0.016,0.000,0.000,0.217,0.472,0.152,0.030,0.241,0.096,0.143,0.000,0.145,0.185,0.352,0.000,0.000,0.000,0.649,0.133,0.032
model.000.10.pdb,0.000,0.014,0.114,0.357,0.029,0.016,0.310,0.528,0.523,0.056,0.231,0.147,0.296,0.027,0.019,0.114,0.273,0.042,0.000,0.000,0.288,0.080,0.097,0.014,0.259,0.186,0.093,0.016,0.014,0.000
model.000.11.pdb,0.246,0.745,0.111,0.100,0.407,0.667,0.114,0.000,0.000,0.113,0.013,0.021,0.155,0.706,0.367,0.552,0.171,0.720,0.543,0.660,0.145,0.163,0.517,0.611,0.133,0.000,0.000,0.154,0.673,0.179
model.000.12.pdb,0.237,0.463,0.012,0.250,0.379,0.286,0.288,0.000,0.101,0.119,0.000,0.022,0.386,0.556,0.143,0.706,0.411,0.456,0.236,0.415,0.357,0.034,0.600,0.448,0.302,0.000,0.000,0.075,0.580,0.041
model.000.13.pdb,0.029,0.481,0.024,0.064,0.660,0.429,0.078,0.000,0.000,0.422,0.000,0.011,0.116,0.491,0.476,0.393,0.149,0.528,0.179,0.281,0.121,0.128,0.387,0.640,0.081,0.000,0.000,0.458,0.351,0.072
model.000.14.pdb,0.241,0.258,0.012,0.400,0.179,0.127,0.448,0.016,0.190,0.102,0.000,0.022,0.625,0.361,0.050,0.536,0.625,0.302,0.136,0.213,0.562,0.023,0.426,0.239,0.473,0.013,0.000,0.029,0.322,0.014
model.000.15.pdb,0.000,0.000,0.080,0.254,0.057,0.000,0.215,0.657,0.400,0.154,0.218,0.156,0.177,0.013,0.018,0.052,0.141,0.027,0.000,0.000,0.207,0.077,0.065,0.026,0.169,0.159,0.107,0.065,0.014,0.000
model.000.16.pdb,0.512,0.193,0.333,0.057,0.062,0.173,0.057,0.000,0.000,0.000,0.000,0.091,0.097,0.177,0.082,0.152,0.079,0.161,0.390,0.280,0.083,0.215,0.116,0.123,0.092,0.046,0.018,0.000,0.236,0.413
model.000.17.pdb,0.123,0.436,0.012,0.250,0.356,0.286,0.308,0.000,0.118,0.269,0.000,0.033,0.386,0.527,0.185,0.582,0.386,0.509,0.172,0.293,0.382,0.034,0.600,0.400,0.302,0.000,0.000,0.161,0.436,0.013
model.000.18.pdb,0.732,0.149,0.197,0.186,0.040,0.094,0.203,0.000,0.072,0.000,0.060,0.134,0.242,0.139,0.000,0.181,0.203,0.125,0.347,0.259,0.233,0.100,0.147,0.093,0.231,0.167,0.158,0.000,0.242,0.213
model.000.19.pdb,0.000,0.013,0.075,0.105,0.113,0.014,0.077,0.370,0.190,0.275,0.241,0.146,0.054,0.037,0.050,0.049,0.054,0.051,0.000,0.000,0.087,0.085,0.074,0.064,0.066,0.130,0.081,0.203,0.013,0.000
model.000.20.pdb,0.000,0.182,0.062,0.000,0.317,0.203,0.000,0.016,0.000,0.383,0.075,0.044,0.000,0.186,0.370,0.103,0.013,0.206,0.098,0.121,0.000,0.219,0.115,0.297,0.000,0.000,0.000,0.732,0.068,0.103
model.000.21.pdb,0.056,0.491,0.011,0.073,0.694,0.442,0.086,0.000,0.013,0.408,0.013,0.010,0.123,0.526,0.396,0.452,0.155,0.564,0.183,0.322,0.129,0.094,0.468,0.673,0.090,0.000,0.000,0.415,0.414,0.039
model.000.22.pdb,0.043,0.096,0.480,0.028,0.118,0.116,0.019,0.086,0.031,0.071,0.347,0.384,0.010,0.113,0.158,0.067,0.020,0.103,0.082,0.076,0.000,0.652,0.067,0.137,0.010,0.198,0.082,0.231,0.062,0.351
model.000.23.pdb,0.016,0.000,0.222,0.172,0.000,0.000,0.103,0.500,0.245,0.000,0.500,0.308,0.062,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.065,0.194,0.000,0.000,0.125,0.380,0.234,0.000,0.000,0.065
model.000.24.pdb,0.000,0.000,0.039,0.472,0.000,0.000,0.418,0.425,0.683,0.000,0.138,0.189,0.241,0.000,0.000,0.067,0.241,0.000,0.000,0.000,0.255,0.037,0.052,0.000,0.389,0.241,0.245,0.000,0.000,0.000
model.000.25.pdb,0.000,0.226,0.105,0.000,0.375,0.255,0.000,0.000,0.000,0.432,0.111,0.070,0.000,0.227,0.452,0.135,0.013,0.250,0.121,0.161,0.000,0.279,0.133,0.350,0.000,0.000,0.000,0.683,0.101,0.159
model.000.26.pdb,0.245,0.565,0.111,0.083,0.327,0.444,0.099,0.000,0.000,0.017,0.000,0.000,0.108,0.510,0.239,0.379,0.091,0.490,0.605,0.659,0.095,0.137,0.446,0.481,0.103,0.000,0.000,0.066,0.565,0.150
model.000.27.pdb,0.241,0.660,0.075,0.120,0.491,0.543,0.120,0.000,0.000,0.102,0.000,0.011,0.164,0.660,0.212,0.536,0.182,0.608,0.489,0.682,0.172,0.099,0.642,0.537,0.141,0.000,0.000,0.092,0.857,0.119
