 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.057,0.024,0.098,0.204,0.000,0.568,0.123,0.000,0.015,0.268,0.074,0.091,0.000,0.220,0.000,0.000,0.000,0.068,0.111,0.130,0.082,0.628,0.000,0.215,0.000,0.000,0.211,0.104,0.175,0.074
model.000.01.pdb,0.108,0.012,0.327,0.189,0.585,0.136,0.543,0.148,0.204,0.015,0.690,0.458,0.400,0.045,0.525,0.169,0.425,0.041,0.511,0.041,0.084,0.079,0.415,0.426,0.000,0.229,0.015,0.674,0.413,0.732
model.000.02.pdb,0.110,0.464,0.000,0.012,0.012,0.178,0.011,0.047,0.037,0.544,0.034,0.000,0.000,0.483,0.000,0.092,0.013,0.610,0.061,0.033,0.514,0.160,0.000,0.067,0.123,0.040,0.654,0.022,0.063,0.011
model.000.03.pdb,0.410,0.116,0.215,0.375,0.039,0.080,0.118,0.377,0.274,0.000,0.076,0.217,0.055,0.000,0.071,0.268,0.014,0.034,0.051,0.731,0.030,0.123,0.000,0.096,0.262,0.074,0.000,0.089,0.026,0.062
model.000.04.pdb,0.062,0.000,0.109,0.017,0.694,0.050,0.218,0.082,0.130,0.032,0.367,0.200,0.405,0.065,0.462,0.143,0.710,0.075,0.306,0.000,0.178,0.000,0.688,0.259,0.000,0.196,0.000,0.417,0.173,0.396
model.000.05.pdb,0.359,0.078,0.231,0.345,0.039,0.108,0.132,0.250,0.231,0.037,0.089,0.197,0.040,0.012,0.070,0.213,0.000,0.046,0.078,0.717,0.040,0.137,0.000,0.095,0.164,0.057,0.051,0.101,0.053,0.075
model.000.06.pdb,0.148,0.585,0.000,0.024,0.000,0.035,0.011,0.083,0.049,0.268,0.022,0.011,0.000,0.282,0.000,0.115,0.013,0.470,0.011,0.102,0.370,0.035,0.000,0.010,0.167,0.039,0.333,0.000,0.012,0.000
model.000.07.pdb,0.089,0.011,0.463,0.351,0.215,0.446,0.700,0.120,0.129,0.122,0.545,0.527,0.132,0.151,0.172,0.071,0.109,0.071,0.608,0.111,0.118,0.367,0.108,0.784,0.000,0.074,0.066,0.483,0.646,0.491
model.000.08.pdb,0.015,0.000,0.176,0.160,0.091,0.590,0.320,0.032,0.034,0.164,0.269,0.226,0.036,0.161,0.057,0.014,0.061,0.044,0.340,0.060,0.104,0.432,0.060,0.469,0.000,0.019,0.088,0.288,0.429,0.245
model.000.09.pdb,0.053,0.309,0.000,0.014,0.000,0.156,0.026,0.027,0.029,0.583,0.040,0.013,0.000,0.638,0.000,0.064,0.016,0.537,0.056,0.000,0.492,0.136,0.000,0.063,0.077,0.031,0.542,0.026,0.075,0.013
