 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.246,0.037,0.026,0.099,0.203,0.057,0.109,0.204,0.512,0.205,0.091,0.029,0.298,0.213,0.127,0.111,0.203,0.042,0.088,0.016,0.013,0.000,0.382,0.064,0.126,0.091,0.038,0.051,0.085,0.169
model.000.01.pdb,0.084,0.450,0.456,0.033,0.000,0.560,0.471,0.278,0.278,0.057,0.222,0.339,0.383,0.080,0.680,0.040,0.042,0.274,0.393,0.278,0.373,0.081,0.026,0.526,0.041,0.060,0.458,0.284,0.306,0.000
model.000.02.pdb,0.048,0.183,0.176,0.034,0.077,0.230,0.108,0.082,0.294,0.072,0.441,0.180,0.170,0.057,0.246,0.041,0.079,0.382,0.500,0.000,0.147,0.067,0.085,0.183,0.053,0.012,0.153,0.407,0.500,0.077
model.000.03.pdb,0.053,0.426,0.404,0.051,0.000,0.388,0.083,0.000,0.000,0.065,0.164,0.625,0.000,0.024,0.194,0.106,0.023,0.211,0.214,0.157,0.449,0.583,0.000,0.328,0.122,0.114,0.462,0.188,0.183,0.000
model.000.04.pdb,0.167,0.397,0.377,0.056,0.011,0.295,0.727,0.400,0.228,0.120,0.023,0.226,0.347,0.215,0.604,0.105,0.176,0.039,0.113,0.556,0.323,0.046,0.095,0.517,0.051,0.072,0.426,0.061,0.065,0.000
model.000.05.pdb,0.023,0.735,0.653,0.022,0.000,0.583,0.431,0.117,0.098,0.034,0.103,0.587,0.145,0.069,0.547,0.097,0.066,0.132,0.226,0.396,0.646,0.300,0.000,0.700,0.075,0.049,0.750,0.151,0.162,0.000
model.000.06.pdb,0.288,0.224,0.200,0.257,0.065,0.090,0.167,0.103,0.000,0.279,0.000,0.148,0.017,0.364,0.113,0.356,0.362,0.014,0.000,0.306,0.206,0.192,0.103,0.224,0.311,0.297,0.266,0.013,0.000,0.000
model.000.07.pdb,0.562,0.102,0.081,0.537,0.276,0.011,0.090,0.097,0.026,0.619,0.021,0.076,0.000,0.615,0.044,0.652,0.652,0.035,0.035,0.113,0.096,0.116,0.364,0.078,0.577,0.531,0.103,0.079,0.022,0.186
model.000.08.pdb,0.012,0.339,0.316,0.037,0.000,0.400,0.117,0.034,0.089,0.024,0.481,0.314,0.075,0.012,0.288,0.032,0.022,0.651,0.707,0.070,0.304,0.113,0.000,0.274,0.033,0.039,0.258,0.592,0.587,0.000
model.000.09.pdb,0.044,0.444,0.403,0.090,0.000,0.414,0.162,0.043,0.106,0.079,0.460,0.362,0.113,0.065,0.333,0.080,0.073,0.596,0.708,0.090,0.308,0.145,0.024,0.338,0.082,0.095,0.324,0.667,0.574,0.013
model.000.10.pdb,0.644,0.106,0.111,0.316,0.221,0.012,0.171,0.226,0.086,0.571,0.011,0.000,0.075,0.729,0.123,0.388,0.738,0.012,0.000,0.188,0.086,0.014,0.450,0.106,0.329,0.338,0.094,0.022,0.011,0.127
model.000.11.pdb,0.056,0.569,0.526,0.078,0.000,0.414,0.215,0.028,0.014,0.067,0.150,0.549,0.030,0.076,0.313,0.149,0.084,0.203,0.206,0.304,0.574,0.511,0.000,0.468,0.152,0.136,0.579,0.216,0.164,0.000
model.000.12.pdb,0.123,0.129,0.100,0.000,0.000,0.196,0.415,0.576,0.529,0.071,0.044,0.074,0.714,0.068,0.340,0.000,0.079,0.033,0.089,0.156,0.085,0.000,0.105,0.207,0.000,0.014,0.131,0.045,0.085,0.000
model.000.13.pdb,0.011,0.138,0.115,0.102,0.096,0.155,0.013,0.000,0.028,0.032,0.614,0.129,0.015,0.021,0.100,0.069,0.051,0.627,0.439,0.000,0.118,0.164,0.000,0.083,0.093,0.082,0.098,0.579,0.545,0.085
