 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.113,0.196,0.037,0.039,0.051,0.123,0.087,0.087,0.074,0.250,0.000,0.083,0.052,0.243,0.250,0.027,0.106,0.000,0.469,0.500,0.090,0.024,0.060,0.258,0.060,0.136,0.056,0.109,0.358,0.048
model.000.01.pdb,0.566,0.250,0.426,0.025,0.509,0.049,0.295,0.046,0.604,0.302,0.075,0.262,0.545,0.034,0.000,0.509,0.283,0.250,0.246,0.208,0.328,0.459,0.293,0.012,0.274,0.268,0.481,0.413,0.226,0.000
model.000.02.pdb,0.212,0.069,0.151,0.000,0.186,0.012,0.583,0.023,0.194,0.082,0.062,0.519,0.206,0.011,0.089,0.167,0.574,0.098,0.490,0.386,0.510,0.162,0.440,0.037,0.385,0.062,0.167,0.442,0.490,0.000
model.000.03.pdb,0.259,0.000,0.375,0.141,0.357,0.041,0.190,0.080,0.288,0.000,0.632,0.143,0.389,0.000,0.000,0.373,0.117,0.538,0.000,0.000,0.175,0.463,0.204,0.000,0.169,0.000,0.321,0.222,0.000,0.135
model.000.04.pdb,0.556,0.375,0.443,0.120,0.475,0.160,0.053,0.122,0.444,0.429,0.058,0.037,0.458,0.136,0.000,0.421,0.068,0.224,0.185,0.182,0.068,0.429,0.056,0.073,0.056,0.500,0.473,0.082,0.116,0.111
model.000.05.pdb,0.620,0.105,0.667,0.125,0.714,0.105,0.149,0.085,0.630,0.136,0.273,0.111,0.766,0.023,0.000,0.696,0.119,0.581,0.057,0.069,0.154,0.776,0.159,0.000,0.138,0.150,0.773,0.212,0.057,0.155
model.000.06.pdb,0.114,0.053,0.323,0.500,0.209,0.473,0.000,0.410,0.075,0.085,0.196,0.000,0.212,0.229,0.000,0.136,0.000,0.182,0.000,0.000,0.000,0.292,0.000,0.139,0.011,0.200,0.190,0.000,0.000,0.488
model.000.07.pdb,0.045,0.042,0.128,0.576,0.079,0.627,0.011,0.603,0.024,0.053,0.108,0.011,0.067,0.464,0.072,0.047,0.012,0.067,0.036,0.042,0.024,0.125,0.024,0.406,0.062,0.110,0.071,0.000,0.024,0.463
model.000.08.pdb,0.250,0.018,0.234,0.000,0.300,0.000,0.578,0.025,0.302,0.017,0.143,0.510,0.328,0.000,0.018,0.309,0.533,0.216,0.153,0.098,0.643,0.286,0.595,0.000,0.518,0.016,0.241,0.462,0.193,0.000
model.000.09.pdb,0.299,0.030,0.282,0.036,0.364,0.047,0.596,0.080,0.350,0.043,0.169,0.483,0.369,0.011,0.000,0.377,0.500,0.233,0.159,0.133,0.688,0.329,0.580,0.011,0.590,0.027,0.292,0.468,0.194,0.000
model.000.10.pdb,0.098,0.161,0.146,0.343,0.107,0.550,0.000,0.420,0.050,0.206,0.000,0.000,0.082,0.556,0.092,0.087,0.000,0.069,0.078,0.092,0.000,0.103,0.000,0.469,0.020,0.300,0.087,0.000,0.025,0.333
model.000.11.pdb,0.381,0.030,0.517,0.208,0.500,0.111,0.169,0.159,0.373,0.043,0.551,0.117,0.508,0.033,0.000,0.474,0.095,0.609,0.000,0.000,0.157,0.603,0.179,0.000,0.183,0.087,0.448,0.169,0.000,0.177
model.000.12.pdb,0.320,0.714,0.129,0.000,0.169,0.000,0.069,0.000,0.250,0.625,0.000,0.048,0.172,0.104,0.022,0.145,0.091,0.019,0.341,0.343,0.091,0.125,0.074,0.094,0.041,0.459,0.189,0.116,0.229,0.000
model.000.13.pdb,0.087,0.000,0.071,0.087,0.111,0.023,0.566,0.056,0.110,0.000,0.206,0.623,0.113,0.022,0.097,0.135,0.588,0.104,0.176,0.046,0.528,0.107,0.519,0.046,0.590,0.000,0.077,0.302,0.231,0.014
model.000.14.pdb,0.042,0.025,0.143,0.389,0.096,0.585,0.032,0.521,0.022,0.049,0.047,0.031,0.062,0.521,0.141,0.043,0.033,0.048,0.094,0.080,0.033,0.104,0.022,0.486,0.048,0.100,0.054,0.000,0.057,0.344
model.000.15.pdb,0.039,0.088,0.024,0.026,0.025,0.064,0.288,0.048,0.014,0.100,0.000,0.317,0.038,0.100,0.419,0.013,0.321,0.000,0.521,0.326,0.233,0.024,0.180,0.105,0.233,0.030,0.013,0.170,0.659,0.031
model.000.16.pdb,0.432,0.452,0.196,0.000,0.245,0.000,0.135,0.000,0.357,0.441,0.000,0.107,0.250,0.029,0.000,0.224,0.163,0.042,0.302,0.333,0.163,0.190,0.146,0.015,0.090,0.342,0.277,0.216,0.244,0.000
model.000.17.pdb,0.620,0.312,0.518,0.080,0.556,0.135,0.085,0.113,0.531,0.367,0.077,0.067,0.537,0.099,0.000,0.529,0.103,0.259,0.156,0.170,0.103,0.475,0.090,0.037,0.096,0.408,0.529,0.125,0.138,0.063
model.000.18.pdb,0.566,0.444,0.450,0.107,0.458,0.162,0.053,0.152,0.453,0.500,0.014,0.038,0.417,0.167,0.000,0.404,0.069,0.186,0.169,0.164,0.069,0.369,0.056,0.074,0.057,0.543,0.429,0.083,0.134,0.095
model.000.19.pdb,0.105,0.138,0.060,0.037,0.061,0.115,0.194,0.082,0.068,0.186,0.000,0.169,0.075,0.211,0.300,0.052,0.219,0.000,0.540,0.477,0.164,0.047,0.134,0.239,0.119,0.091,0.066,0.200,0.481,0.045
model.000.20.pdb,0.000,0.062,0.000,0.030,0.000,0.091,0.083,0.069,0.000,0.058,0.000,0.115,0.000,0.185,0.724,0.000,0.105,0.000,0.216,0.163,0.050,0.000,0.017,0.197,0.082,0.018,0.000,0.041,0.319,0.038
model.000.21.pdb,0.591,0.486,0.321,0.014,0.377,0.043,0.065,0.026,0.524,0.514,0.000,0.045,0.385,0.040,0.000,0.396,0.085,0.140,0.212,0.214,0.085,0.310,0.069,0.028,0.067,0.415,0.426,0.106,0.167,0.000
model.000.22.pdb,0.542,0.120,0.472,0.042,0.674,0.041,0.228,0.038,0.659,0.132,0.167,0.197,0.652,0.000,0.000,0.614,0.214,0.356,0.081,0.100,0.259,0.600,0.245,0.013,0.254,0.107,0.578,0.333,0.081,0.000
model.000.23.pdb,0.021,0.000,0.041,0.400,0.031,0.443,0.011,0.472,0.011,0.000,0.115,0.066,0.010,0.395,0.162,0.011,0.045,0.000,0.022,0.013,0.034,0.040,0.034,0.397,0.113,0.036,0.022,0.000,0.046,0.254
model.000.24.pdb,0.014,0.018,0.026,0.027,0.013,0.099,0.291,0.092,0.015,0.034,0.000,0.370,0.027,0.137,0.474,0.014,0.327,0.000,0.360,0.167,0.232,0.013,0.175,0.145,0.232,0.000,0.014,0.163,0.511,0.034
model.000.25.pdb,0.556,0.100,0.600,0.063,0.673,0.101,0.311,0.070,0.592,0.148,0.281,0.221,0.654,0.034,0.000,0.761,0.238,0.511,0.069,0.066,0.322,0.698,0.333,0.000,0.253,0.161,0.620,0.347,0.069,0.061
model.000.26.pdb,0.196,0.654,0.016,0.000,0.067,0.000,0.018,0.000,0.122,0.567,0.000,0.000,0.050,0.150,0.050,0.036,0.019,0.000,0.256,0.235,0.019,0.031,0.019,0.121,0.000,0.400,0.074,0.024,0.149,0.000
model.000.27.pdb,0.067,0.000,0.151,0.429,0.092,0.186,0.118,0.239,0.057,0.000,0.468,0.097,0.108,0.086,0.000,0.100,0.104,0.155,0.000,0.000,0.104,0.194,0.161,0.105,0.154,0.000,0.116,0.033,0.000,0.320
model.000.28.pdb,0.128,0.197,0.188,0.366,0.124,0.587,0.000,0.458,0.083,0.221,0.036,0.000,0.100,0.567,0.130,0.106,0.000,0.077,0.071,0.054,0.011,0.144,0.000,0.464,0.019,0.328,0.106,0.000,0.023,0.339
model.000.29.pdb,0.203,0.311,0.066,0.000,0.096,0.053,0.123,0.024,0.145,0.340,0.000,0.101,0.097,0.133,0.137,0.072,0.145,0.000,0.522,0.568,0.127,0.064,0.095,0.125,0.087,0.204,0.121,0.157,0.373,0.000
