,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.2,0.1667,0.5667,0.46665,0.4667,0.3333500000000001,0.46665,0.4,0.3
1276.0,0.2,0.0,0.13335,0.2667,0.3333,0.5333,0.23335,0.3,0.2,0.13335
1262.0,0.1667,0.13335,0.0,0.4,0.3333500000000001,0.43335,0.3333,0.3333500000000001,0.2332999999999999,0.2
1269.0,0.5667,0.2667,0.4,0.0,0.7333,0.3333500000000001,0.63335,0.5,0.53335,0.43335
1202.0,0.46665,0.3333,0.3333500000000001,0.7333,0.0,0.5333,0.4332999999999999,0.36665,0.3333,0.2666499999999999
1266.0,0.4667,0.5333,0.43335,0.3333500000000001,0.5333,0.0,0.3667,0.1666499999999999,0.5,0.4
1267.0,0.3333500000000001,0.23335,0.3333,0.63335,0.4332999999999999,0.3667,0.0,0.13335,0.2666499999999999,0.2332999999999999
1268.0,0.46665,0.3,0.3333500000000001,0.5,0.36665,0.1666499999999999,0.13335,0.0,0.3,0.2667
1245.0,0.4,0.2,0.2332999999999999,0.53335,0.3333,0.5,0.2666499999999999,0.3,0.0,0.1667
1260.0,0.3,0.13335,0.2,0.43335,0.2666499999999999,0.4,0.2332999999999999,0.2667,0.1667,0.0
