 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.025,0.234,0.190,0.090,0.026,0.186,0.031,0.000,0.000,0.050,0.194,0.340,0.000,0.036,0.070,0.116,0.046,0.268,0.207,0.089,0.259,0.639,0.000,0.162,0.133,0.111,0.300,0.258,0.237,0.016
model.000.01.pdb,0.096,0.375,0.352,0.025,0.000,0.360,0.757,0.405,0.341,0.051,0.040,0.226,0.486,0.090,0.682,0.033,0.072,0.062,0.153,0.405,0.315,0.000,0.029,0.481,0.011,0.026,0.382,0.086,0.092,0.000
model.000.02.pdb,0.375,0.079,0.057,0.619,0.391,0.000,0.024,0.026,0.026,0.384,0.021,0.063,0.000,0.425,0.033,0.738,0.440,0.023,0.000,0.068,0.084,0.152,0.236,0.055,0.762,0.565,0.092,0.056,0.034,0.367
model.000.03.pdb,0.000,0.152,0.115,0.078,0.123,0.171,0.013,0.000,0.074,0.032,0.878,0.129,0.045,0.021,0.114,0.049,0.040,0.566,0.464,0.000,0.104,0.109,0.024,0.096,0.060,0.022,0.111,0.579,0.574,0.149
model.000.04.pdb,0.169,0.141,0.131,0.026,0.014,0.123,0.525,0.667,0.310,0.114,0.014,0.034,0.500,0.191,0.400,0.034,0.164,0.000,0.032,0.341,0.136,0.000,0.138,0.237,0.011,0.042,0.180,0.014,0.031,0.000
model.000.05.pdb,0.000,0.136,0.114,0.101,0.108,0.153,0.013,0.000,0.042,0.032,0.632,0.111,0.029,0.020,0.127,0.058,0.030,0.615,0.431,0.000,0.117,0.125,0.012,0.108,0.081,0.057,0.096,0.596,0.536,0.083
model.000.06.pdb,0.423,0.032,0.033,0.600,0.508,0.000,0.012,0.039,0.026,0.431,0.065,0.012,0.000,0.413,0.011,0.620,0.410,0.023,0.000,0.013,0.022,0.026,0.282,0.021,0.592,0.500,0.010,0.054,0.045,0.424
model.000.07.pdb,0.044,0.820,0.706,0.032,0.000,0.673,0.386,0.106,0.106,0.032,0.179,0.549,0.150,0.088,0.571,0.080,0.073,0.221,0.323,0.404,0.700,0.268,0.000,0.784,0.060,0.045,0.731,0.233,0.250,0.000
model.000.08.pdb,0.000,0.500,0.417,0.000,0.000,0.340,0.200,0.038,0.019,0.000,0.106,0.429,0.042,0.053,0.255,0.060,0.050,0.143,0.167,0.286,0.500,0.486,0.000,0.385,0.036,0.000,0.578,0.127,0.158,0.000
model.000.09.pdb,0.403,0.077,0.053,0.452,0.273,0.000,0.043,0.048,0.031,0.413,0.000,0.059,0.000,0.460,0.038,0.578,0.477,0.013,0.000,0.065,0.068,0.123,0.222,0.050,0.571,0.518,0.092,0.025,0.013,0.167
model.000.10.pdb,0.059,0.776,0.729,0.045,0.000,0.660,0.364,0.113,0.095,0.057,0.158,0.562,0.140,0.080,0.585,0.095,0.076,0.197,0.300,0.438,0.620,0.241,0.000,0.740,0.074,0.073,0.792,0.211,0.227,0.000
model.000.11.pdb,0.606,0.051,0.053,0.535,0.338,0.000,0.083,0.149,0.037,0.612,0.020,0.022,0.038,0.657,0.042,0.579,0.691,0.022,0.000,0.076,0.054,0.078,0.433,0.040,0.553,0.552,0.041,0.052,0.032,0.254
model.000.12.pdb,0.108,0.131,0.102,0.000,0.000,0.200,0.425,0.545,0.594,0.057,0.045,0.075,0.808,0.055,0.347,0.000,0.052,0.034,0.111,0.159,0.086,0.000,0.069,0.211,0.000,0.014,0.133,0.046,0.105,0.000
model.000.13.pdb,0.045,0.712,0.735,0.033,0.000,0.739,0.426,0.127,0.145,0.044,0.216,0.481,0.196,0.090,0.623,0.060,0.063,0.266,0.356,0.365,0.596,0.150,0.012,0.712,0.051,0.059,0.630,0.275,0.277,0.000
model.000.14.pdb,0.412,0.045,0.047,0.707,0.453,0.000,0.013,0.027,0.000,0.400,0.068,0.013,0.000,0.403,0.011,0.594,0.400,0.037,0.000,0.027,0.024,0.014,0.246,0.033,0.565,0.516,0.011,0.070,0.048,0.436
model.000.15.pdb,0.047,0.776,0.694,0.033,0.000,0.696,0.471,0.150,0.150,0.045,0.128,0.531,0.204,0.067,0.585,0.072,0.065,0.162,0.279,0.408,0.588,0.241,0.000,0.851,0.041,0.048,0.755,0.178,0.209,0.000
